Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Galerina vittiformis,(Fr.) Singer,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Hymenogastraceae,,,Galerina,,,new 2015,observed,,,,,,2015-03-21,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2608938,"requires microscopy for confirmation (Shannon Berch, pers. comm.)",118289,FUN
Hebeloma sp.,,,poison pie,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Hymenogastraceae,,,Hebeloma,,,new 2015,observed,,,,,,2015-03-21,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2608508,,192716,FUN
Inocybe whitei,(Berk. & Broome) Sacc.,,blushing inocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,,,new 2015,observed,,,,,,2015-03-21,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2608732,,118342,FUN
Nolanea sp.,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Entolomataceae,,,Nolanea,,,new 2015,observed,,,,,,2015-03-21,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2608526,,205894,FUN
Agaricus xanthodermus,Genev.,,yellow stainer,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Agaricus,,,new 2016,observed,,,,,,2016-10-10,Graham Barber,http://inaturalist.ca/observations/4315697,,118394,FUN
Geoglossum umbratile,Sacc.,,earth tongue,Fungi,Ascomycota,Pezizomycotina,,Geoglossomycetes,,,Geoglossales,,,Geoglossaceae,,,Geoglossum,,,new 2016,observed,2015-03-21,Paul Kroeger,UBC,F31148,,2016-03-22,Andrew Simon,http://www.inaturalist.org/observations/2822886,,350847,FUN
Gliophorus psittacinus,(Schaeff.) Herink,,parrot mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Hygrophorineae,,Hygrophoraceae,,,Gliophorus,,,new 2016,observed,,,,,,2013-10-26,Ian Guthrie,http://www.inaturalist.org/observations/4209523,,348711,FUN
Gymnopilus ventricosus,,,Western Jumbo Gym,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Hymenogastraceae,,,Gymnopilus,,,new 2016,observed,,,,,,2016-10-23,Graham Barber,http://inaturalist.ca/observations/4428045,"the taxonomy and ID of this species, G. junonius, G. spectabilis, and G. ventricuosus are uncertain (Shannon Berch, pers. comm.)",348809,FUN
Helvella maculata,N.S. Weber,,fluted brown elfin sadle,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Helvellaceae,,,Helvella,,,new 2016,observed,,,,,,2016-11-12,Shera Street,http://www.inaturalist.org/observations/4571716,,118003,FUN
Lactarius subviscidus,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Lactarius,,,new 2016,observed,,,,,,2016-11-05,Andrew Simon,http://www.inaturalist.org/observations/4503918,,118220,FUN
Lycoperdon umbrinum,,,umber-brown puffball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Lycoperdaceae,,,Lycoperdon,,,new 2016,observed,,,,,,2016-10-07,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/4296039,,118139,FUN
Naematelia aurantia,,,golden ear,Fungi,Basidiomycota,Agaricomycotina,,Tremellomycetes,,,Tremellales,,,Naemateliaceae,,,Naematelia,,,new 2016,observed,,,,,,2013-10-11,Ian Guthrie,http://www.inaturalist.org/observations/4209534,,1109245,FUN
Scleroderma cepa,,,onion earthball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Sclerodermataceae,,,Scleroderma,,,new 2016,observed,,,,,,2016-07-19,Adam Huggins,http://www.inaturalist.org/observations/3707251,,118147,FUN
Astraeus sp.,,,Barometer Earthstars,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Astraeaceae,,,Astraeus,,,new 2017,observed,,,,,,2017-04-06,Andrew Simon,https://www.inaturalist.org/observations/5619969,,48774,FUN
Coccomyces cf tumidus,(Fr.) De Not.,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,Rhytismataceae,,,Coccomyces,,,new 2017,observed,,,,,,2018-07-28,Kevin Toomer,https://www.inaturalist.org/observations/14859281,https://static.inaturalist.org/photos/22183086/original.jpg?1532825439,747608,FUN
Coniophora puteana,(Schumach.) P. Karst,,wet rot fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Coniophoraceae,,,Coniophora,,,new 2017,observed,,,,,,2017-12-08,Kevin Toomer,https://www.inaturalist.org/observations/9094382,,154741,FUN
Dasyscyphella sp.,,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Lachnaceae,,,Dasyscyphella,,,new 2017,observed,,,,,,2017-05-27,Pam Janszen,https://www.inaturalist.org/observations/7150086,,374674,FUN
Lentinellus ursinus,,,bear lentinus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Auriscalpiaceae,,,Lentinellus,,,new 2017,observed,,,,,,2017-10-22,Kevin Toomer,https://www.inaturalist.org/observations/8514259,,118231,FUN
Mollisia sp.,,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Mollisiaceae,,,Mollisia,,,new 2017,observed,,,,,,2017-05-27,Pam Janszen,https://www.inaturalist.org/observations/7150090,not Mollisia cinerea,118025,FUN
Panus conchatus,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Panaceae,,,Panus,,,new 2017,observed,,,,,,2017-05-27,Pam Janszen,https://www.inaturalist.org/observations/7150092,,59249,FUN
Rhizopogon parksii,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Rhizopogonaceae,,,Rhizopogon,,,new 2017,observed,,,,,,2019-02-24,Kath Boake Wüthrich,https://www.inaturalist.org/observations/20748243,,384120,FUN
Taphrina occidentalis,W.W. Ray,,alder tongue gall,Fungi,Ascomycota,Taphrinomycotina,,Taphrinomycetes,,,Taphrinales,,,Taphrinaceae,,,Taphrina,,,new 2017,observed,,,,,,2017-03-21,Andrew Simon,https://www.inaturalist.org/observations/5419998,,334077,FUN
Trametes ochracea,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Trametes,,,new 2017,observed,,,,,,2017-03-19,Sarah Tweedale,https://www.inaturalist.org/observations/5412451,,118111,FUN
Trametes pubescens,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Trametes,,,new 2017,observed,,,,,,2017-05-27,Pam Janszen,https://www.inaturalist.org/observations/7150095,,203711,FUN
Xeromphalina cornui,(Quél.) J.Favre,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Pleurotineae,,Typhulaceae,,,Xeromphalina,,,new 2017,observed,,,,,,2017-10-26,Andrew Simon,https://www.inaturalist.org/observations/8593724,,194470,FUN
Abortiporus biennis,,,Blushing Rosette,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Podoscyphaceae,,,Abortiporus,,,new 2018,observed,,,,,,2018-10-31,Christopher Heffley,https://www.inaturalist.org/observations/17996751,,118041,FUN
Brunneoporus malicola,,,polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,Brunneoporus,,,new 2018,observed,2015-03-21,Paul Kroeger,UBC,F31147,,2018-03-18,Andrew Simon,https://www.inaturalist.org/observations/10306146,"requires microscopy to confirm; consider striking (Shannon Berch, pers. comm.)",1031378,FUN
Clavaria fragilis var. vermicularis,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Clavariineae,,Clavariaceae,,,Clavaria,,,new 2018,observed,,,,,,2018-10-26,Kevin Toomer,https://www.inaturalist.org/observations/18033205,,53888,FUN
Coccomyces tumidus,,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,Rhytismataceae,,,Coccomyces,,,new 2018,observed,,,,,,2018-07-28,Kevin Toomer,https://www.inaturalist.org/observations/14859281,,747608,FUN
Crucibulum laeve,,,common bird's nest fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Nidulariaceae,,,Crucibulum,,,new 2018,observed,,,,,,2018-03-25,Andrew Simon,https://www.inaturalist.org/observations/14548360,,120030,FUN
Exidia glandulosa,,,Black Witches' Butter,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Auriculariales,,,Auriculariaceae,,,Exidia,,,new 2018,observed,,,,,,2018-04-08,Andrew Simon,https://www.inaturalist.org/observations/10771431,,55568,FUN
Kuehneromyces lignicola,(Peck) Redhead,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Strophariaceae,,,Kuehneromyces,,,new 2018,observed,,,,,,2018-12-16,Adam Huggins,https://www.inaturalist.org/observations/19130373,,495391,FUN
Lepista irina,,,Flowery Blewit,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Lepista,,,new 2018,observed,,,,,,2018-10-31,Christopher Heffley,https://www.inaturalist.org/observations/17997145,,118368,FUN
Marasmius calhouniae,,,Calhoun's Pinwheel,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Marasmiaceae,,,Marasmius,,,new 2018,observed,,,,,,2018-11-02,Lauren Magner & Andrew Simon,https://www.inaturalist.org/observations/18050363,,118241,FUN
Mycena robusta,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Mycenaceae,,,Mycena,,,new 2018,observed,,,,,,2018-12-17,Adam Huggins,https://www.inaturalist.org/observations/19130378,,791071,FUN
Phaeotremella foliacea,,,leafy brain,Fungi,Basidiomycota,Agaricomycotina,,Tremellomycetes,,,Tremellales,,,Tremellaceae,,,Phaeotremella,,,new 2018,observed,,,,,,2018-01-04,Kevin Toomer,https://www.inaturalist.org/observations/9477733,,994056,FUN
Ramaria cyaneigranosa,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gomphales,,,Gomphaceae,,,Ramaria,,,new 2018,observed,,,,,,2018-05-04,Andrew Simon,https://www.inaturalist.org/observations/12407133,,229790,FUN
Sparassis radicata,,,western cauliflower mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Sparassidaceae,,,Sparassis,,,new 2018,observed,,,,,,2018-10-26,Jesse Keefer,https://www.inaturalist.org/observations/17980341,,486226,FUN
Urnula padeniana,"M. Carbone, Agnello, A.D. Parker & P. Alvarado",,cup fungus,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Sarcosomataceae,,,Urnula,,,new 2018,observed,,,,,,2018-01-19,Andrew Simon,https://www.inaturalist.org/observations/9617448,,448147,FUN
Amanita pantherinoides,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Pluteineae,,Amanitaceae,,,Amanita,,,new 2019,observed,,,,,,2019-11-23,Caitlin Robinson,https://www.inaturalist.org/observations/36069671,,738406,FUN
Annulohypoxylon thouarsianum,,,cramp balls,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,,,Xylariales,,,Hypoxylaceae,,,Annulohypoxylon,,,new 2019,observed,,,,,,2019-05-05,Jason Headley,https://www.inaturalist.org/observations/24699114,,55516,FUN
Chlorophyllum rhacodes,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Chlorophyllum,,,new 2019,,,,,,,2019-10-06,Sarah Tweedale,https://www.inaturalist.org/observations/33974478,,56535,FUN
Gloeophyllum sepiarium,,,Conifer Mazegill,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gloeophyllales,,,Gloeophyllaceae,,,Gloeophyllum,,,new 2019,observed,,,,,,2019-09-21,Gwen Janz,https://www.inaturalist.org/observations/33436066,,67338,FUN
Hydnellum conigenum,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,Hydnellum,,,new 2019,observed,,,,,,2019-12-01,"Andrew Simon, Harvey Janszen, & Pam Janszen",https://www.inaturalist.org/observations/36297449,,351027,FUN
Inocybe lanuginosa,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,,,new 2019,observed,,,,,,2019-05-04,Pam Janszen,https://www.inaturalist.org/observations/24652655,,127548,FUN
Lactarius rubidus,,,Candy Cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Lactarius,,,new 2019,observed,,,,,,2019-11-24,Caitlin Robinson,https://www.inaturalist.org/observations/36051709,,55276,FUN
Phycomyces sp.,,,,Fungi,Zygomycota,Mucoromycotina,,Mucoromycetes,,,Mucorales,,,Phycomycetaceae,,,Phycomyces,,,new 2019,observed,,,,,,2019-02-28,Michael Beach,https://www.inaturalist.org/observations/20882850,,319606,FUN
Phylloporus arenicola,,,western gilled bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,Xerocomoideae,,Phylloporus,,,new 2019,observed,,,,,,2019-05-04,Kevin Toomer,https://www.inaturalist.org/observations/29190599,,118155,FUN
Phyllosticta cf pyrolae,,,,Fungi,Ascomycota,Pezizomycotina,,Dothideomycetes,,,Botryosphaeriales,,,Phyllostictaceae,,,Phyllosticta,,,new 2019,observed,,,,,,2019-07-12,Kevin Toomer,https://www.inaturalist.org/observations/28694020,,,FUN
Puccinia urticata,,,,Fungi,Basidiomycota,Pucciniomycotina,,Pucciniomycetes,,,Pucciniales,,,Pucciniaceae,,,Puccinia,,,new 2019,observed,,,,,,2019-05-04,Andrew Simon,https://www.inaturalist.org/observations/24653225,,418616,FUN
Xerocomellus atropurpureus,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,,,Xerocomellus,,,new 2019,observed,,,,,,2019-05-03,Charlene Wood,https://www.inaturalist.org/observations/24570060,,1020294,FUN
Agaricus deardorffensis,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Agaricus,,,new 2020,observed,,,,,,2020-10-10,Adam Huggins,https://www.inaturalist.org/observations/62307250,,521662,FUN
Ampulloclitocybe sp.,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Hygrophorineae,,Hygrophoraceae,Cuphophylloideae,,Ampulloclitocybe,,,new 2020,observed,,,,,,2020-10-14,Sylvie Hawkes,https://www.inaturalist.org/observations/67147418,,194738,FUN
Bjerkandera adusta,,,Smoky polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Phanerochaetaceae,,,Bjerkandera,,,new 2020,observed,,,,,,2020-02-08,ssilverman,https://www.inaturalist.org/observations/38440421,,118038,FUN
Clavulinopsis laeticolor,,,Handsome Club,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Clavariineae,,Clavariaceae,,,Clavulinopsis,,,new 2020,observed,,,,,,2020-12-14,Christian Adler,https://www.inaturalist.org/observations/66628680,,55273,FUN
Epichloe typhina,,,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,,,Hypocreales,,,Clavicipitaceae,,,Epichloe,,,new 2020,observed,,,,,,2020-06-30,Andrew Simon,https://www.inaturalist.org/observations/51544697,,960510,FUN
Hemipholiota populnea,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Hymenogastraceae,,,Hemipholiota,,,new 2020,observed,,,,,,2020-09-27,Austin Tahiliani ,https://www.inaturalist.org/observations/61073518,,786894,FUN
Ramaria rasilispora,,,Yellow Coral Mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gomphales,,,Gomphaceae,,,Ramaria,,,new 2020,observed,,,,,,2020-10-10,Christian Adler,https://www.inaturalist.org/observations/62361137,,179764,FUN
Sorocybe resinae,,,,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,,,Chaetothyriales,,,Herpotrichiellaceae,,,Sorocybe,,,new 2020,observed,,,,,,2020-08-16,Andrew Simon,https://www.inaturalist.org/observations/57225200,,866707,FUN
Tubaria furfuracea,,,scurfy twiglet,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Tubariaceae,,,Tubaria,,,new 2020,observed,,,,,,2020-10-20,catiemac,https://www.inaturalist.org/observations/63135637,,55573,FUN
Arthophacopsis parmeliarum,,,,Fungi,Ascomycota,Pezizomycotina,,Arthoniomycetes,,,Arthoniales,,,,,,Arthophacopsis,,,new 2021,observed,,,,,,2021-10-23,Alejandro Huereca Delgado and Andrew Simon,https://www.inaturalist.org/observations/99510061,,462358,FUN
Chroogomphus ochraceus,,,Olive Pine Spike,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Gomphidiaceae,,,Chroogomphus,,,new 2021,observed,,,,,,2021-06-18,Caitlin Robinson,https://www.inaturalist.org/observations/94284122,,118358,FUN
Coltricia cinnamomea,,,Shiny cinnamon polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Coltriciaceae,,,Coltricia,,,new 2021,observed,,,,,,2021-10-17,Caitlin Robinson,https://www.inaturalist.org/observations/98631747,,118035,FUN
Ganoderma brownii,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Ganoderma,,,new 2021,observed,,,,,,2021-03-08,Flora Lake,https://www.inaturalist.org/observations/70839100,,348812,FUN
Hygrocybe singeri,,,Western Witch's Hat,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Hygrophorineae,,Hygrophoraceae,Hygrocyboideae,Hygrocybeae,Hygrocybe,,,new 2021,observed,,,,,,2021-11-20,Willoughby Arevalo,https://www.inaturalist.org/observations/101656170,,118316,FUN
Intralichen sp.,,,,Fungi,Ascomycota,Pezizomycotina,,,,,,,,Intralichen,,,Intralichen,,,new 2021,observed,,,,,,2021-10-23,Alejandro Huereca Delgado and Andrew Simon,https://www.inaturalist.org/observations/99510055,,463146,FUN
Laricifomes officinalis,,,Quinine Conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,Laricifomes,,,new 2021,observed,,,,,,2021-05-05,Chadley Diakow and Andrew Simon,https://www.inaturalist.org/observations/77666302,,135216,FUN
Lycoperdon pratense,,,Meadow Puffball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Lycoperdaceae,,,Lycoperdon,,,new 2021,observed,,,,,,2021-10-23,Dan Tucker,https://www.inaturalist.org/observations/99661799,,118145,FUN
Merulius tremellosus,,,Trembling Crust,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Meruliaceae,,,Merulius,,,new 2021,observed,,,,,,2021-09-30,"Dave “Zeuss"" Cochrane",https://www.inaturalist.org/observations/96756194,,179113,FUN
Morchella importuna,,,Landscaping Black Morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Morchellaceae,,,Morchella,,,new 2021,observed,,,,,,2021-05-25,Christian Adler,https://www.inaturalist.org/observations/83012835,,487375,FUN
Morchella rufobrunnea,,,Woodchip Morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Morchellaceae,,,Morchella,,,new 2021,observed,,,,,,2021-03-22,abaloneeyes,https://www.inaturalist.org/observations/97267887,,206090,FUN
Mycena purpureofusca,,,purple-edge bonnet,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Mycenaceae,,,Mycena,,,new 2021,observed,,,,,,2021-10-10,Eva Ullström,https://www.inaturalist.org/observations/98115607,,63422,FUN
Pycnoporellus fulgens,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,Pycnoporellus,,,new 2021,observed,,,,,,2021-07-03,Adrian Levine,https://www.inaturalist.org/observations/85655947,,367273,FUN
Russula adusta,,,Blackening Russula,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Russula,,,new 2021,observed,,,,,,2021-02-06,catiemac,https://www.inaturalist.org/observations/69286683,,194408,FUN
Sarcoscypha austriaca,,,Scarlet Elfcup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Sarcoscyphaceae,,,Sarcoscypha,,,new 2021,observed,,,,,,2021-02-01,Flora Lake,https://www.inaturalist.org/observations/68952750,,126913,FUN
Stereum ochraceoflavum,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Stereaceae,,,Stereum,,,new 2021,observed,,,,,,2021-10-23,Dan Tucker,https://www.inaturalist.org/observations/99661808,,118107,FUN
Agaricus arvensis,Schaeff.,,horse mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Agaricus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,58699,FUN
Agaricus bisporus,(J.E. Lange) Imbach,,button ‘money’s’ mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Agaricus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,61395,FUN
Agaricus campestris,L.,,meadow mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Agaricus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,143563,FUN
Agaricus diminutivus,Peck,,diminuitive agaricus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Agaricus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118387,FUN
Agaricus moelleri,Wasser,,flat-topped agaricus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Agaricus,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,118382,FUN
Agaricus subrufescens,Peck,,almond mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Agaricus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,179249,FUN
Agaricus sylvaticus,Schaeff.,,scaly wood mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Agaricus,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,480776,FUN
Agaricus sylvicola,(Vittad.) Peck,,woodland mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Agaricus,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,154291,FUN
Albatrellus confluens,(Alb. & Schwein.) Kotl. & Pouzar,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Albatrellaceae,,,Albatrellus,,,reported,unobserved,2016-02,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,479826,FUN
Albatrellus ovinus,(Schaeff.) Kotl. & Pouzar,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Albatrellaceae,,,Albatrellus,,,reported,unobserved,2016-02,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,123891,FUN
Amanita constricta,Thiers & Ammirati,,Grisette,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Pluteineae,,Amanitaceae,,,Amanita,,,reported,unobserved,2019-11,Rene Zich,19th Galiano Mushroom Festival List,,,,,,,67355,FUN
Amanita phalloides,(Fr.) Link,,death cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Pluteineae,,Amanitaceae,,,Amanita,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,52135,FUN
Amanita porphyria,Alb. & Schwein.,,booted amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Pluteineae,,Amanitaceae,,,Amanita,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118400,FUN
Amanita smithiana,Bas,,Smith’s amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Pluteineae,,Amanitaceae,,,Amanita,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,62485,FUN
Amanita vaginata,(Bull.) Lam.,,Grisette,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Pluteineae,,Amanitaceae,,,Amanita,,,reported,unobserved,2016-05,Kent Brothers,VMS,,,,,,,55482,FUN
Annulohypoxylon multiforme,"(Fr.) Y.M. Ju, J.D. Rogers, & H.M. Hsieh",,carbon cushion,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,,,Xylariales,,,Hypoxylaceae,,,Annulohypoxylon,,,reported,unobserved,2011-05-14,Kent Brothers,VMS,,,,,,,895016,FUN
Apioperdon pyriforme,(Schaeff.) Vizzini,,pear-shaped puffball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Lycoperdaceae,,,Apioperdon,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,reported as Lycoperdon pyriforme,972793,FUN
Arrhenia chlorocyanea,"(Pat.) Redhead, Lutzoni, Moncalvo & Vilgalys",,blue omphalina,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Hygrophorineae,,Hygrophoraceae,,,Arrhenia,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,354693,FUN
Atheniella adonis,(Bull.),,scarlet bonnet,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Porotheleaceae,,,Atheniella,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,485685,FUN
