field_1,Taxon,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial,National.S,latitude,longitude,geoprivacy,private_la,private_lo,id,layer,path
"3622",Erythranthe moschata,Erythranthe,moschata,,,,native,S5,,48.982424999999999,-123.554907000000000,,NA,NA,"6670223",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3623",Erythranthe moschata,Erythranthe,moschata,,,,native,S5,,48.896970000000003,-123.341483299999993,,NA,NA,"7310278",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3624",Erythranthe moschata,Erythranthe,moschata,,,,native,S5,,48.895983330000000,-123.349546700000005,,NA,NA,"13632350",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3625",Erythranthe moschata,Erythranthe,moschata,,,,native,S5,,48.985848189999999,-123.559930100000003,,NA,NA,"15335888",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3626",Erythranthe moschata,Erythranthe,moschata,,,,native,S5,,48.929005560000000,-123.469475000000003,,NA,NA,"15854526",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3627",Erythranthe moschata,Erythranthe,moschata,,,,native,S5,,48.929966669999999,-123.469146699999996,,NA,NA,"15936889",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3628",Erythranthe moschata,Erythranthe,moschata,,,,native,S5,,48.897216669999999,-123.341269999999994,,NA,NA,"27289949",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3629",Erythranthe moschata,Erythranthe,moschata,,,,native,S5,,48.984078330000003,-123.556809999999999,,NA,NA,"89513142",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3630",Erythranthe moschata,Erythranthe,moschata,,,,native,S5,,48.929250000000003,-123.469702799999993,,NA,NA,"122335775",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3631",Erythranthe nasuta,Erythranthe,nasuta,,,,native,S4S5,,48.867880999999997,-123.340723999999994,,NA,NA,"5450371",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3632",Erythranthe nasuta,Erythranthe,nasuta,,,,native,S4S5,,48.868785000000003,-123.378710999999996,,NA,NA,"5473088",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3633",Erythranthe nasuta,Erythranthe,nasuta,,,,native,S4S5,,48.904561620000003,-123.413457899999997,,NA,NA,"6047536",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3634",Erythranthe nasuta,Erythranthe,nasuta,,,,native,S4S5,,48.927067260000001,-123.466544200000001,,NA,NA,"6217232",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3635",Erythranthe nasuta,Erythranthe,nasuta,,,,native,S4S5,,48.926869879999998,-123.466587099999998,,NA,NA,"6218079",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3636",Erythranthe nasuta,Erythranthe,nasuta,,,,native,S4S5,,48.900696850000003,-123.336124400000003,,NA,NA,"6425231",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3637",Erythranthe nasuta,Erythranthe,nasuta,,,,native,S4S5,,48.866695000000000,-123.375888000000003,,NA,NA,"12287333",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3638",Erythranthe nasuta,Erythranthe,nasuta,,,,native,S4S5,,48.957312940000001,-123.530222499999994,,NA,NA,"16344826",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3639",Erythranthe nasuta,Erythranthe,nasuta,,,,native,S4S5,,48.938804630000000,-123.501046599999995,,NA,NA,"23552945",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3640",Erythranthe nasuta,Erythranthe,nasuta,,,,native,S4S5,,48.859634999999997,-123.353218299999995,,NA,NA,"24768179",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3641",Erythranthe nasuta,Erythranthe,nasuta,,,,native,S4S5,,48.865978839999997,-123.349585300000001,,NA,NA,"43553113",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3642",Erythranthe nasuta,Erythranthe,nasuta,,,,native,S4S5,,48.865978839999997,-123.349585300000001,,NA,NA,"43553115",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3643",Erythranthe sookensis,Erythranthe,sookensis,,,,native,S5,,48.865561669999998,-123.367988299999993,,NA,NA,"74104790",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3644",Erythranthe sookensis,Erythranthe,sookensis,,,,native,S5,,48.868336669999998,-123.377629999999996,,NA,NA,"116636153",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3645",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.871828999999998,-123.311662999999996,,NA,NA,"2569424",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3646",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.913688999999998,-123.386722000000006,,NA,NA,"2583368",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3647",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.871963999999998,-123.311062000000007,,NA,NA,"2744841",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3648",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.871943999999999,-123.311813000000001,,NA,NA,"2767759",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3649",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.872348000000002,-123.312434999999994,,NA,NA,"2800352",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3650",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.908987359999998,-123.376591899999994,,NA,NA,"2860900",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3651",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.868282999999998,-123.342605000000006,,NA,NA,"2889914",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3652",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.928196999999997,-123.446166000000005,,NA,NA,"2915051",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3653",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.861834999999999,-123.351059000000006,,NA,NA,"5635188",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3654",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.887905009999997,-123.335807900000006,,NA,NA,"5973536",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3655",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.872562469999998,-123.365478499999995,,NA,NA,"6216776",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3657",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.861014509999997,-123.353367199999994,,NA,NA,"10250589",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3658",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.872103129999999,-123.311690600000006,,NA,NA,"10250635",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3659",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.872025000000001,-123.311486700000003,,NA,NA,"10332668",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3660",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.862490999999999,-123.373542999999998,,NA,NA,"10405920",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3661",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.871772219999997,-123.311133299999995,,NA,NA,"10713038",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3662",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.917009000000000,-123.395208999999994,,NA,NA,"11251832",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3663",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.885024999999999,-123.322205600000004,,NA,NA,"11393823",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3664",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.885011110000001,-123.322027800000001,,NA,NA,"11393824",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3665",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.885027780000001,-123.322022200000006,,NA,NA,"11393825",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3666",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.884741669999997,-123.322516699999994,,NA,NA,"11393827",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3667",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.884830559999997,-123.322258300000001,,NA,NA,"11393828",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3668",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.884741669999997,-123.322516699999994,,NA,NA,"11393829",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3669",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.918021670000002,-123.397994999999995,,NA,NA,"11577820",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3670",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.957312940000001,-123.530222499999994,,NA,NA,"16344825",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3671",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.940242789999999,-123.502835399999995,,NA,NA,"18417811",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3672",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.871914789999998,-123.311218299999993,,NA,NA,"21817829",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3673",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.872031999999997,-123.311815999999993,,NA,NA,"21927644",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3674",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,49.009557460000003,-123.586393500000000,,NA,NA,"22313295",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3675",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.929391529999997,-123.475366899999997,,NA,NA,"22446312",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3676",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.884820789999999,-123.321886300000003,,NA,NA,"22642727",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3677",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,49.014000000000003,-123.573586700000007,,NA,NA,"22659451",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3678",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.917410689999997,-123.396402899999998,,NA,NA,"22774582",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3679",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.865445000000001,-123.350228299999998,,NA,NA,"24093191",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3680",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.872241670000001,-123.312295000000006,,NA,NA,"24639920",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3681",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.871966669999999,-123.311988299999996,,NA,NA,"24640043",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3682",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.895069440000000,-123.404519399999998,,NA,NA,"24701276",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3683",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.872207590000002,-123.311869400000006,,NA,NA,"24710871",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3684",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.872164840000003,-123.311965299999997,,NA,NA,"24712504",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3685",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,49.013559229999998,-123.573290099999994,,NA,NA,"24714328",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3686",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.871924999999997,-123.312308299999998,,NA,NA,"24806545",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3687",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.871922220000002,-123.312255600000000,,NA,NA,"24824180",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3688",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.872256120000003,-123.312614499999995,,NA,NA,"25199600",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3689",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.894961109999997,-123.404638899999995,,NA,NA,"25655201",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3690",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,49.013241669999999,-123.573004999999995,,NA,NA,"40446105",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3691",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.868825219999998,-123.345922400000006,,NA,NA,"40460171",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3692",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.871780000000001,-123.311049999999994,,NA,NA,"40535637",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3693",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.869675579999999,-123.348663400000007,,NA,NA,"40826720",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3694",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.870773329999999,-123.348939999999999,,NA,NA,"42363893",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3695",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.914671460000001,-123.389299199999996,,NA,NA,"42682035",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3696",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.908926670000000,-123.367220000000003,,NA,NA,"44950128",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3697",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.871963890000004,-123.310836100000003,,NA,NA,"47709129",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3698",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,48.872140999999999,-123.311537999999999,,NA,NA,"71390872",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"3699",Erythronium oregonum,Erythronium,oregonum,,,,native,S4,,49.013580550000000,-123.573561699999999,,NA,NA,"72055137",obs_native,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_native.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
