"","Taxon","Taxon Author","Subtaxon Author","Common Name","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Superfamily","Family","Subfamily","Tribe","Genus","Species","Hybrid","Subspecies","Variety","Origin","Provincial Status","National Status","Reporting Status","Observation","Collected/Reported (y-m-d)","Collector/Source","Collection/List","Accession Number","GBIF ID","First Observed","Observer","iNaturalist Link","Notes","ID","Stats Code"
"164","Devaleraea callophylloides","(M.W.Hawkes & Scagel) G.W.Saunders, Jackson & Salomaki","","","Plantae","Rhodophyta","","","Florideophyceae","","","Palmariales","","","Palmariaceae","","","Devaleraea","","","","","unlisted","unlisted","","reported","unobserved","2005","Andy Lamb & Donna Gibbs","PMLS","","","","","","No update, No UBC or iNat record for species ID; authority added","747468","ALG"
"165","Devaleraea mollis","(Setchell & N.L.Gardner) G.W.Saunders, C.J.Jackson & Salomaki","","thin dulse","Plantae","Rhodophyta","","","Florideophyceae","","","Palmariales","","","Palmariaceae","","","Devaleraea","","","","","unlisted","unlisted","","reported","unobserved","2005-12-10","Andy Lamb & Donna Gibbs","PMLS","","","","","","reported as Palmaria mollis","747472","ALG"
"166","Endocladia muricata","(Endlicher) J.Agardh","","nail brush seaweed","Plantae","Rhodophyta","","","Florideophyceae","","","Gigartinales","","","Endocladiaceae","","","Endocladia","muricata","","","","unlisted","unlisted","","confirmed","observed","2006-11-11","Andy Lamb & Donna Gibbs","PMLS","","","2019-05-05","Bridgette Clarkston","https://www.inaturalist.org/observations/25927063","","117781","ALG"
"167","Farlowia mollis","(Harvey & Bailey) Farlow & Setchell","","tattered red seaweed","Plantae","Rhodophyta","","","Florideophyceae","","","Gigartinales","","","Dumontiaceae","","","Farlowia","mollis","","","","unlisted","unlisted","","confirmed","observed","2006-03-05","Andy Lamb & Donna Gibbs","PMLS","","","2019-05-04","Bridgette Clarkston","https://www.inaturalist.org/observations/25861009","","117783","ALG"
"168","Fredericqia chiton","(M.Howe) Maggs, L.Le Gall, Mineur, Provan & G.W. Saunders","","thin forked seaweed","Plantae","Rhodophyta","","","Florideophyceae","","","Gigartinales","","","Phyllophoraceae","","","Fredericqia","","","","","unlisted","unlisted","","reported","unobserved","2016-03-27","Andy Lamb & Donna Gibbs","PMLS","","","","","","reported as Gymnogongrus chiton","957351","ALG"
"169","Fredericqia deveauniensis","Maggs, L.Le Gall, Mineur, Provan & G.W.Saunders","","","Plantae","Rhodophyta","","","Florideophyceae","","","Gigartinales","","","Phyllophoraceae","","","Fredericqia","deveauniensis","","","","unlisted","unlisted","","new 2019","observed","","","","","","2019-05-05","Bridgette Clarkston","https://www.inaturalist.org/observations/25927077","","564944","ALG"
"170","Fryeella gardneri","(Setchell) Kylin","","arched red seaweed","Plantae","Rhodophyta","","","Florideophyceae","","","Rhodymeniales","","","Fryeellaceae","","","Fryeella","","","","","unlisted","unlisted","","reported","unobserved","1977-11-27","Michael W. Hawkes","UBC","A57499","","","","","no change, but no photos to confirm","500286","ALG"
"171","Gloiocladia fryeana","(Setchell) N.Sánchez & Rodríguez-Prieto","","margined blue branching seaweed","Plantae","Rhodophyta","","","Florideophyceae","","","Rhodymeniales","","","Faucheaceae","","","Gloiocladia","","","","","unlisted","unlisted","","reported","unobserved","2006-09-29","Andy Lamb & Donna Gibbs","PMLS","","","","","","reported as Fauchea fryeana","865801","ALG"
"172","Gloiocladia laciniata","(J.Agardh) Sánchez & Rodríguez-Prieto","","blue branching seaweed","Plantae","Rhodophyta","","","Florideophyceae","","","Rhodymeniales","","","Faucheaceae","","","Gloiocladia","","","","","unlisted","unlisted","","confirmed","observed","1995-02-24","Andy Lamb & Donna Gibbs","PMLS","","","2021-03-08","Andrew Simon","https://www.inaturalist.org/observations/70864455","","429862","ALG"
"173","Gracilaria pacifica","Abbott","","California limu","Plantae","Rhodophyta","","","Florideophyceae","","","Gracilariales","","","Gracilariaceae","","","Gracilaria","","","","","unlisted","unlisted","","reported","unobserved","1996-04-02","E. McNeil","UBC","A82320","","","","","no change, but no photos to confirm","497324","ALG"
"174","Gracilariophila oryzoides","","","","Plantae","Rhodophyta","","","Florideophyceae","","","Gracilariales","","","Gracilariaceae","","","Gracilariophila","oryzoides","","","","unlisted","unlisted","","new 2021","observed","","","","","","2021-04-10","Kevin Toomer","https://www.inaturalist.org/observations/73655263","","339047","ALG"
"175","Gracilariopsis andersonii","(Grunow) E.Y.Dawson","","","Plantae","Rhodophyta","","","Florideophyceae","","","Gracilariales","","","Gracilariaceae","","","Gracilariopsis","andersonii","","","","unlisted","unlisted","","new 2019","observed","","","","","","2019-05-04","Bridgette Clarkston","https://www.inaturalist.org/observations/25861429","Can't identify for certain without reproduction or D","360321","ALG"
"176","Griffithsia pacifica","Kylin","","orange-coloured red alga","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Ceramiaceae","","","Griffithsia","","","","","unlisted","unlisted","","reported","unobserved","1977-11-27","Michael W. Hawkes","UBC","A57492","","","","","no change, but no photos to confirm","326993","ALG"
"177","Halosaccion glandiforme","(S.G. Gmelin) Ruprecht","","sea sacs","Plantae","Rhodophyta","","","Florideophyceae","","","Palmariales","","","Palmariaceae","","","Halosaccion","glandiforme","","","","unlisted","unlisted","","confirmed","observed","1996-09-28","Andy Lamb & Donna Gibbs","PMLS","","","2016-08-17","Andrew Simon","http://www.inaturalist.org/observations/3910080","","123649","ALG"
"178","Herposiphonia plumula","(J.Agardh) Falkenberg 1901","","","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Rhodomelaceae","","","Herposiphonia","","","","","unlisted","unlisted","","reported","unobserved","2011","G.W. Saunders & K. Hind","BOLD","MF120830","","","","","""Herposiphonia plumula"" COI Sequenced; for some reason GBIF doesn't have BOLD info here, but this specimen is on BOLD site (but think this isn't supposed to be accessible, doesn't come up when doing public search for this species). Assuming taxonomy uncertain, putting name in quotes.","1238397","ALG"
"179","Hildenbrandia rubra","(Sommerfelt) Meneghini","","rusty rock","Plantae","Rhodophyta","","","Florideophyceae","","","Hildenbrandiales","","","Hildenbrandiaceae","","","Hildenbrandia","rubra","","","","unlisted","unlisted","","new 2019","observed","","","","","","2019-05-04","Bridgette Clarkston","https://www.inaturalist.org/observations/25859343","","183033","ALG"
"180","Hymenena sp.","","","black-lined red seaweed","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Delesseriaceae","","","Hymenena","","","","","unlisted","unlisted","","reported","unobserved","2005-12-10","Andy Lamb & Donna Gibbs","PMLS","","","","","","","339066","ALG"
"181","Lithothamnion sp.","","","","Plantae","Rhodophyta","","","Florideophyceae","","","Corallinales","","","Corallinaceae","","","Lithothamnion","","","","","unlisted","unlisted","","new 2015","observed","","","","","","2015-01-01","Peter Luckham","https://www.inaturalist.org/observations/2797300","","","ALG"
"182","Lomentaria hakodatensis","Yendo","","","Plantae","Rhodophyta","","","Florideophyceae","","","Rhodymeniales","","","Lomentariaceae","","","Lomentaria","hakodatensis","","","","unlisted","unlisted","","new 2019","observed","","","","","","2019-05-24","Bridgette Clarkston","https://www.inaturalist.org/observations/25861437","","345348","ALG"
"183","Loranthophycus californicus","E.Y.Dawson","","","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Delesseriaceae","","","Loranthophycus","","","","","unlisted","unlisted","","reported","unobserved","2011-05-04","G.W. Saunders, K. Hind & B. Clarkston","BOLD","GWS027463","","","","","""Loranthophycus californicus” COI Sequenced; name updated from Holmesia californica (E.Y.Dawson) E.Y.Dawson (from algaebase, but doesn't appear to be a new update yet G&L key still lists Holmesia with no comment); for some reason GBIF doesn't have BOLD info here, but this specimen is on BOLD site (but think this isn't supposed to be accessible, doesn't come up when doing public search for this species). Assuing taxonomy uncertain, putting name in quotes.","","ALG"
"184","Mastocarpus papillatus","(C.Agardh) Kützing","","Turkish washcloth","Plantae","Rhodophyta","","","Florideophyceae","","","Gigartinales","","","Phyllophoraceae","","","Mastocarpus","","","","","unlisted","unlisted","","new 2015","observed","","","","","","2015-08-05","Andrew Simon","http://www.inaturalist.org/observations/2599389","Need an expert or D to confirm","117807","ALG"
"185","Mazzaella oregona","(Doty) Hughey, P.C.Silva & Hommersand, 2001","","","Plantae","Rhodophyta","","","Florideophyceae","","","Gigartinales","","","Gigartinaceae","","","Mazzaella","oregona","","","","unlisted","unlisted","","new 2019","observed","","","","","","2019-05-04","Bridgette Clarkston","https://www.inaturalist.org/observations/25861031","","362211","ALG"
"186","Mazzaella parksii","","","","Plantae","Rhodophyta","","","Florideophyceae","","","Gigartinales","","","Gigartinaceae","","","Mazzaella","","","","","unlisted","unlisted","","new 2017","observed","","","","","","2017-05-19","Andrew Simon","https://www.inaturalist.org/observations/6425240","","429950","ALG"
"187","Mazzaella splendens","(Setchell & N.L. Gardner) Fredericq","","iridescent seaweed","Plantae","Rhodophyta","","","Florideophyceae","","","Gigartinales","","","Gigartinaceae","","","Mazzaella","splendens","","","","unlisted","unlisted","","confirmed","observed","1993-05-09","Andy Lamb & Donna Gibbs","PMLS","","","2016-07-11","Adam Huggins & Tyrel Froese","http://www.inaturalist.org/observations/3684445","","71118","ALG"
"188","Membranoptera platyphylla","(Setchell & N.L.Gardner) Kylin","","feather-veined red seaweed","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Delesseriaceae","","","Membranoptera","","","","","unlisted","unlisted","","reported","unobserved","1977-11-27","Michael W. Hawkes","UBC","A57497","","","","","reported as Membranoptera multiramosa","873897","ALG"
"189","Microcladia borealis","Ruprecht","","coarse sea lace","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Ceramiaceae","","","Microcladia","borealis","","","","unlisted","unlisted","","confirmed","observed","2006-11-11","Andy Lamb & Donna Gibbs","PMLS","","","2019-05-04","Bridgette Clarkston","https://www.inaturalist.org/observations/25860480","","339006","ALG"
"190","Microcladia coulteri","Harvey","","delicate sea lace","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Ceramiaceae","","","Microcladia","coulteri","","","","unlisted","unlisted","","confirmed","observed","2006-11-18","Andy Lamb & Donna Gibbs","PMLS","","","2016-07-11","Adam Huggins & Tyrel Froese","http://www.inaturalist.org/observations/3684449","","71116","ALG"
"191","Neogastroclonium subarticulatum","(Turner) L.Le Gall, Dalen & G.W.Saunders","","","Plantae","Rhodophyta","","","Florideophyceae","","","Rhodymeniales","","","Champiaceae","","","Neogastroclonium","subarticulatum","","","","unlisted","unlisted","","new 2019","observed","","","","","","2019-05-04","Bridgette Clarkston","https://www.inaturalist.org/observations/25861014","","339052","ALG"
"192","Neorhodomela larix","(Turner) Masuda","","black pine seaweed","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Rhodomelaceae","","","Neorhodomela","larix","","","","unlisted","unlisted","","confirmed","observed","2008-02-17","Andy Lamb & Donna Gibbs","PMLS","","","2017-01-27","Tyrel Froese","https://www.inaturalist.org/observations/5020868","","67413","ALG"
"193","Odonthalia floccosa","(Esper) Falkenberg","","sea brush","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Rhodomelaceae","","","Odonthalia","floccosa","","","","unlisted","unlisted","","new 2019","observed","","","","","","2019-05-04","Bridgette Clarkston","https://www.inaturalist.org/observations/25859912","","322180","ALG"
"194","Opuntiella californica","(Farlow) Kylin","","prickly pear seaweed","Plantae","Rhodophyta","","","Florideophyceae","","","Gigartinales","","","Areschougiaceae","","","Opuntiella","","","","","unlisted","unlisted","","reported","unobserved","1994-09-10","Andy Lamb & Donna Gibbs","PMLS","","","","","","species distribution includes Galiano; authority added","349218","ALG"
"195","Osmundea spectabilis","(Postels & Ruprecht) K.W. Nam","","sea laurel","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Rhodomelaceae","","","Osmundea","spectabilis","","","","unlisted","unlisted","","confirmed","observed","2006-03-05","Andy Lamb & Donna Gibbs","PMLS","","","2016-08-07","Tyrel Froese","http://www.inaturalist.org/observations/3925818","","339015","ALG"
"196","Palmaria callophylloides","M.W.Hawkes & Scagel","","Callophyllis-like dulse","Plantae","Rhodophyta","","","Florideophyceae","","","Palmariales","","","Palmariaceae","","","Palmaria","","","","","unlisted","unlisted","","reported","unobserved","2005-12-10","Andy Lamb & Donna Gibbs","PMLS","","","","","","","341794","ALG"
"197","Phycodrys isabellae","R.E.Norris & M.J.Wynne","","","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Delesseriaceae","","","Phycodrys","","","","","unlisted","unlisted","","reported","unobserved","2011","G.W. Saunders & K. Hind","BOLD","KM254391","","","","","COI Sequenced; found D sequence in genbank, for some reason isn't on BOLD site. Is listed on Genbank as part of kelp conveyor hypothesis paper. Several more of this species barcoded, assuming is correct ID","","ALG"
"198","Pleonosporium vancouverianum","(J. Agardh) Setchell","","red alga","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Ceramiaceae","","","Pleonosporium","","","","","unlisted","unlisted","","reported","unobserved","1977-11-27","Michael W. Hawkes","UBC","A57491","","","","","No update, UBC accession has no photo to check, but species distribution includes Galiano","500288","ALG"
"199","Plocamium cartilagineum ssp. pacificum","","","sea braid","Plantae","Rhodophyta","","","Florideophyceae","","","Plocamiales","","","Plocamiaceae","","","Plocamium","","","","","unlisted","unlisted","","confirmed","observed","2007-10-21","Andy Lamb & Donna Gibbs","PMLS","","","2019-05-04","Bridgette Clarkston","https://www.inaturalist.org/observations/25861013","=P. pacificum","339051","ALG"
"200","Polyneura latissima","(Harvey) Kylin","","network red seaweed","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Delesseriaceae","","","Polyneura","","","","","unlisted","unlisted","","reported","unobserved","1977-11-27","Michael W. Hawkes","UBC","A57496","","","","","syn. Nitophyllum nottii; species distribution includes Salish Sea","339014","ALG"
"201","Polysiphonia sp.","","","","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Rhodomelaceae","","","Polysiphonia","","","","","unlisted","unlisted","","new 2021","observed","","","","","","2021-03-07","Siobhan Schenk","https://www.inaturalist.org/observations/70916544","","","ALG"
"202","Prionitis lanceolata","(Harvey) Harvey","","red alga","Plantae","Rhodophyta","","","Florideophyceae","","","Halymeniales","","","Halymeniaceae","","","Prionitis","lanceolata","","","","unlisted","unlisted","","new 2016","observed","","","","","","2016-09-01","Andrew Simon","http://www.inaturalist.org/observations/4017216","reported as Grateloupia americana","117820","ALG"
"203","Prionitis sternbergii","(C.Agardh) J.Agardh","","","Plantae","Rhodophyta","","","Florideophyceae","","","Halymeniales","","","Halymeniaceae","","","Prionitis","sternbergii","","","","unlisted","unlisted","","new 2019","observed","","","","","","2019-05-04","Bridgette Clarkston","https://www.inaturalist.org/observations/25861017","","347988","ALG"
"204","Pseudolithophyllum sp.","","","encrusting coralline algae","Plantae","Rhodophyta","","","Florideophyceae","","","Corallinales","","","Corallinaceae","","","Pseudolithophyllum","","","","","unlisted","unlisted","","new 2021","observed","","","","","","2021-02-19","Dave “Zeuss” Cochrane","https://www.inaturalist.org/observations/69845928","","345846","ALG"
"205","Pterochondria woodii","(Harvey) Hollenberg","","cartilage-wing seaweed","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Rhodomelaceae","","","Pterochondria","","","","","unlisted","unlisted","","reported","unobserved","2005-12-10","Andy Lamb & Donna Gibbs","PMLS","","","","","","No update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added","339016","ALG"
"206","Pterothamnion pectinatum","(Kylin) Athanasiadis & Kraft","","","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Ceramiaceae","","","Pterothamnion","pectinatum","","","","unlisted","unlisted","","new 2019","observed","","","","","","2019-05-25","Bridgette Clarkston","https://www.inaturalist.org/observations/25861436","","345150","ALG"
"207","Pterothamnion sp.","","","red alga","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Ceramiaceae","","","Pterothamnion","","","","","unlisted","unlisted","","reported","unobserved","1986-02-09","B. E. Lippert","HPSU","?","","","","","","345788","ALG"
"208","Pterothamnion villosum","(Kylin) Athanasiadis & Kraft","","","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Ceramiaceae","","","Pterothamnion","","","","","unlisted","unlisted","","reported","unobserved","2011-05-04","G.W. Saunders, K. Hind & B. Clarkston","BOLD","GWS027455","","","","","Barcoded","","ALG"
"209","Ptilota serrata","Kützing","","northern sea fern","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Wrangeliaceae","","","Ptilota","","","","","unlisted","unlisted","","new 2019","observed","","","","","","2019-05-25","Bridgette Clarkston","https://www.inaturalist.org/observations/25861438","","473839","ALG"
"210","Pugetia fragilissima","Kylin","","","Plantae","Rhodophyta","","","Florideophyceae","","","Gigartinales","","","Kallymeniaceae","","","Pugetia","","","","","unlisted","unlisted","","reported","unobserved","2011-05-04","G.W. Saunders, K. Hind & B. Clarkston","BOLD","GWS027444","","","","","Barcoded","1292330","ALG"
"211","Pyropia gardneri","(G.M.Smith & Hollenberg) S.C.Lindstrom","","","Plantae","Rhodophyta","","","Bangiophyceae","","","Bangiales","","","Bangiaceae","","","Pyropia","","","","","unlisted","unlisted","","reported","unobserved","2006","Andy Lamb & Donna Gibbs","PMLS","","","","","","name updated, No UBC accession or iNat record to check, but species distribution includes one record on Strawberry Island, WA, USA. Possibly incorrect identification, but if found growing on Laminaria blade, that's pretty distinctive; authority added","","ALG"
"212","Pyropia nereocystis","(C.L.Anderson) S.C.Lindstrom","","red laver","Plantae","Rhodophyta","","","Bangiophyceae","","","Bangiales","","","Bangiaceae","","","Pyropia","","","","","unlisted","unlisted","","reported","unobserved","1986-02-09","M.W. Hawkes","UBC","A57505","","","","","reported as Porphyra nereocystis; species distribution includes Galiano","542165","ALG"
"213","Pyropia perforata","(J.Agardh) S.C.Lindstrom","","red laver","Plantae","Rhodophyta","","","Bangiophyceae","","","Bangiales","","","Bangiaceae","","","Pyropia","perforata","","","","unlisted","unlisted","","new 2019","observed","","","","","","2019-05-04","Bridgette Clarkston","https://www.inaturalist.org/observations/25859054","","370273","ALG"
"214","Rhodoptilum plumosum","(Harvey & Bailey) Kylin","","plumose red braid","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Dasyaceae","","","Rhodoptilum","plumosum","","","","unlisted","unlisted","","confirmed","observed","1977-11-27","Michael W. Hawkes","UBC","A57500","","2017-04-08","Tyrel Froese","https://www.inaturalist.org/observations/5620532","","446890","ALG"
"215","Rhodymenia californica","Kylin","","California rose seaweed","Plantae","Rhodophyta","","","Florideophyceae","","","Rhodymeniales","","","Rhodymeniaceae","","","Rhodymenia","","","","","unlisted","unlisted","","reported","unobserved","2007-08-20","Andy Lamb & Donna Gibbs","PMLS","","","","","","No update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added","133214","ALG"
"216","Rhodymenia pacifica","Kylin","","Pacific rose seaweed","Plantae","Rhodophyta","","","Florideophyceae","","","Rhodymeniales","","","Rhodymeniaceae","","","Rhodymenia","","","","","unlisted","unlisted","","reported","unobserved","2007-10-21","Andy Lamb & Donna Gibbs","PMLS","","","","","","No update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added","359801","ALG"
"217","Sarcodiotheca furcata","(Setchell & N.L.Gardner) Kylin","","furcated fleshy red seaweed","Plantae","Rhodophyta","","","Florideophyceae","","","Gigartinales","","","Solieriaceae","","","Sarcodiotheca","furcata","","","","unlisted","unlisted","","confirmed","observed","2007-10-21","Andy Lamb & Donna Gibbs","PMLS","","","2019-05-04","Bridgette Clarkston","https://www.inaturalist.org/observations/25861008","No update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added","327100","ALG"
"218","Sarcodiotheca gaudichaudii","(Montagne) P.W. Gabrielson","","succulent seaweed","Plantae","Rhodophyta","","","Florideophyceae","","","Gigartinales","","","Solieriaceae","","","Sarcodiotheca","gaudichaudii","","","","unlisted","unlisted","","confirmed","observed","1996-02-24","Andy Lamb & Donna Gibbs","PMLS","","","2017-05-29","Karolle Wall","https://www.inaturalist.org/observations/7659463","","327099","ALG"
"219","Scagelia occidentalis","(Kylin) E.M. Wollaston","","red alga","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Ceramiaceae","","","Scagelia","","","","","unlisted","unlisted","","reported","unobserved","1977-11-27","Michael W. Hawkes","UBC","A57487","","","","","reported as Scagelia corallina var. occidentale","957344","ALG"
"220","Schizymenia pacifica","(Kylin) Kylin","","slimy leaf","Plantae","Rhodophyta","","","Florideophyceae","","","Gigartinales","","","Schizymeniaceae","","","Schizymenia","","","","","unlisted","unlisted","","reported","unobserved","2006-06-30","Andy Lamb & Donna Gibbs","PMLS","","","","","","in BioBlitz; Barcoded http://bins.boldsystems.org/index.php/Public_RecordView?processid=ABMMC15146-11","339050","ALG"
"221","Schizymenia sp.","(J.Agardh) Kylin","","ruffled red seaweed","Plantae","Rhodophyta","","","Florideophyceae","","","Gigartinales","","","Schizymeniaceae","","","Schizymenia","","","","","unlisted","unlisted","","confirmed","observed","1999-10-02","Andy Lamb & Donna Gibbs","PMLS","","","2019-05-04","Joan Septembre","https://www.inaturalist.org/observations/24711788","","180618","ALG"
"222","Smithora naiadum","(C.L.Anderson) Hollenberg","","red fringe","Plantae","Rhodophyta","","","Compsopogonophyceae","","","Erythropeltidales","","","Erythrotrichiaceae","","","Smithora","","","","","unlisted","unlisted","","reported","unobserved","2007-12-15","Andy Lamb & Donna Gibbs","PMLS","","","","","","No update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added","339024","ALG"
"223","Sparlingia pertusa","(Postels & Ruprecht) Kuntze","","red eyelet silk","Plantae","Rhodophyta","","","Florideophyceae","","","Rhodymeniales","","","Rhodymeniaceae","","","Sparlingia","pertusa","","","","unlisted","unlisted","","confirmed","observed","1993-05-09","Andy Lamb & Donna Gibbs","PMLS","","","2017-04-08","Tyrel Froese","https://www.inaturalist.org/observations/5620553","","429855","ALG"
"224","Stenogramma californicum","Harvey","","midrib seaweed","Plantae","Rhodophyta","","","Florideophyceae","","","Gigartinales","","","Phyllophoraceae","","","Stenogramma","","","","","unlisted","unlisted","","reported","unobserved","2007-10-21","Andy Lamb & Donna Gibbs","PMLS","","","","","","reported as Stenogramma interruptum","497325","ALG"
"225","Symphyocladiella gracilis","(Kylin) D.Bustamante, B.Y.Won, S.C.Lindstrom & T.O.Cho","","","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Rhodomelaceae","","","Symphyocladiella","","","","","unlisted","unlisted","","reported","unobserved","2011","G.W. Saunders & K. Hind","BOLD","KU564386","","","","","""Symphyocladiella gracilis"" Barcoded; name updated from Pterosiphonia gracilis; for some reason GBIF doesn't have BOLD info here, but this specimen is on BOLD site (but think this isn't supposed to be accessible, doesn't come up when doing public search for this species). Assuming taxonomy uncertain, putting name in quotes.","","ALG"
"226","Vertebrata woodii","(Harvey) Kuntze","","","Plantae","Rhodophyta","","","Florideophyceae","","","Ceramiales","","","Rhodomelaceae","","","Vertebrata","","","","","unlisted","unlisted","","reported","unobserved","2011-05-04","G.W. Saunders, K. Hind & B. Clarkston","BOLD","GWS027452","","","","","Barcoded; Need to update authorities from algaebase","","ALG"
"227","Wildemania occidentalis","(Setchell & Hus)S.C.Lindstrom","","","Plantae","Rhodophyta","","","Bangiophyceae","","","Bangiales","","","Bangiaceae","","","Wildemania","occidentalis","","","","unlisted","unlisted","","new 2019","observed","","","","","","2019-05-04","Bridgette Clarkston","https://www.inaturalist.org/observations/25859910","","895197","ALG"
"228","Ulva","","","Sea Lettuces","Plantae","Chlorophyta","","","Ulvophyceae","","","Ulvales","","","Ulvaceae","","","Ulva","","","","","","","","","","","","","","","2015-08-28","laurus_nobilis","http://www.inaturalist.org/observations/3735176","","54644",""
"229","Prasiola","","","","Plantae","Chlorophyta","","","Trebouxiophyceae","","","Prasiolales","","","Prasiolaceae","","","Prasiola","","","","","","","","","","","","","","","2019-05-04","bclarkston","https://www.inaturalist.org/observations/25860479","","182814",""
"230","Trentepohlia abietina","","","","Plantae","Chlorophyta","","","Ulvophyceae","","","Trentepohliales","","","Trentepohliaceae","","","Trentepohlia","abietina","","","","","","","","","","","","","","2019-12-01","chlorophilia","https://www.inaturalist.org/observations/36297442","","410585",""
"231","Urospora","","","","Plantae","Chlorophyta","","","Ulvophyceae","","","Codiolales","","","Acrosiphoniaceae","","","Urospora","","","","","","","","","","","","","","","2020-04-24","chlorophilia","https://www.inaturalist.org/observations/43253077","","339056",""
"232","Ulva lactuca","","","Broadleaf Sea Lettuce","Plantae","Chlorophyta","","","Ulvophyceae","","","Ulvales","","","Ulvaceae","","","Ulva","lactuca","","","","","","","","","","","","","","2021-06-12","rileycam","https://www.inaturalist.org/observations/83605023","","67423",""
"233","Mastocarpus","","","encrusting red algae","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Gigartinales","","","Phyllophoraceae","","","Mastocarpus","","","","","","","","","","","","","","","2015-08-05","chlorophilia","http://www.inaturalist.org/observations/2599389","","117821",""
"234","Lithothamnion","","","","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Corallinophycidae","","Corallinales","","","Corallinaceae","","","Lithothamnion","","","","","","","","","","","","","","","2015-01-01","divemaster","http://www.inaturalist.org/observations/2797300","","117829",""
"235","Gracilaria","","","","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Gracilariales","","","Gracilariaceae","","","Gracilaria","","","","","","","","","","","","","","","2016-07-18","chlorophilia","http://www.inaturalist.org/observations/3701140","","67679",""
"236","Mastocarpus papillatus","","","Turkish washcloth","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Gigartinales","","","Phyllophoraceae","","","Mastocarpus","papillatus","","","","","","","","","","","","","","2015-08-28","laurus_nobilis","http://www.inaturalist.org/observations/3734998","","117807",""
"237","Ceramium","","","Banded Weeds","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Ceramiales","","","Ceramiaceae","","","Ceramium","","","","","","","","","","","","","","","2015-08-28","laurus_nobilis","http://www.inaturalist.org/observations/3735145","","68612",""
"238","Cryptopleura","","","","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Ceramiales","","","Delesseriaceae","","Cryptopleureae","Cryptopleura","","","","","","","","","","","","","","","2016-08-21","tyrelfroese","http://www.inaturalist.org/observations/4005089","","243907",""
"239","Pyropia","","","","Plantae","Rhodophyta","Eurhodophytina","","Bangiophyceae","","","Bangiales","","","Bangiaceae","","","Pyropia","","","","","","","","","","","","","","","2017-01-27","tyrelfroese","https://www.inaturalist.org/observations/5020760","","370272",""
"240","Porphyra","","","Nori","Plantae","Rhodophyta","Eurhodophytina","","Bangiophyceae","","","Bangiales","","","Bangiaceae","","","Porphyra","","","","","","","","","","","","","","","2017-03-10","chlorophilia","https://www.inaturalist.org/observations/5279665","","123633",""
"241","Mazzaella parksii","","","","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Gigartinales","","","Gigartinaceae","","","Mazzaella","parksii","","","","","","","","","","","","","","2017-04-14","chlorophilia","https://www.inaturalist.org/observations/5715306","","429950",""
"242","Mazzaella","","","Iridescent Algae","Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Gigartinales","","","Gigartinaceae","","","Mazzaella","","","","","","","","","","","","","","","2017-05-29","hermissenda","https://www.inaturalist.org/observations/7659299","","71120",""
