"","area","TaxonName","presence","HJ_comment","FPNW_note","critical_comments","reviewed","iNat_taxon","Family"
"666","saanich","Lepidium strictum",1,"Macoun Oak Bay 1893. Nearest recent Port Townsend on CPNWH site.","","","","Lepidium strictum","Brassicaceae"
"667","saanich","Lepidium virginicum",1,"Dry, sandy ground; a very widely distributed weedy plant. ssp. menziesii probably.","","","","Lepidium virginicum","Brassicaceae"
"668","saanich","Leptosiphon bicolor",1,"Dry, open places; occasional; Victoria, Thetis Lake Park, and Goldstream.","","","","Leptosiphon bicolor","Polemoniaceae"
"669","saanich","Leucanthemum vulgare",1,"Native of Eurasia; fields, roadsides, and waste places; common throughout.","","","","Leucanthemum vulgare","Asteraceae"
"670","saanich","Leymus mollis ssp. mollis",1,"Sandy dunes and beaches; common in some areas of Oak Bay and Cadboro Bay.","","","","Leymus mollis mollis","Poaceae"
"671","saanich","Leymus triticoides",1,"MF,HLR,AC Trial Island 1998. A&OC Chatham Island 1976, Island View Beach 1987, Cordova Spit 1976.","","","","Leymus triticoides","Poaceae"
"672","saanich","Leymus vancouverensis",1,"Sandy shoreline Victoria to Sidney. Collections Eastham, Marr, Fairbarns, Roemer, Ceska, Taylor,Lomer and others.","","","","Leymus × vancouverensis","Poaceae"
"673","saanich","Ligustrum vulgare",1,"Harrison Deep Cove 1966, Brentwood 1967, Colquitz: end of Blueridge Road 1967, TCB Victoria: near S end of Cook Street 1989. Several iNaturalst reports throughout of plants outside of cultivation.","","","","Ligustrum vulgare","Oleaceae"
"674","saanich","Lilaeopsis occidentalis",1,"TCB West Chatham Island 1992. Shepard Trial Island 1991. Cruickshank iNaturalist observation Trial Island 2011 and 2018.","","","","Lilaeopsis occidentalis","Apiaceae"
"675","saanich","Lilium columbianum",1,"Damp, open woods and meadows; occasional; Victoria, Lost Lake, Thetis Lake Park, and Langford Lake.","","","","Lilium columbianum","Liliaceae"
"676","saanich","Limnanthes douglasii",1,"Common garden escape. Known only from Uplands Park, where it was collected by M. C. Melburn in 1963. On Lomer & Penny's non-established list.","","","","Limnanthes douglasii","Limnanthaceae"
"677","saanich","Limnanthes macounii",1,"Victoria, Oak Bay, and Trial Island; first collected by J. R. Anderson in 1900; recently collected in Uplands Park by M. C. Melburn in 1961-68. Ranging as far north as Gabriola and Hornby. Many iNaturalist reports.","","","","Limnanthes macounii","Limnanthaceae"
"678","saanich","Linaria dalmatica",1,"Native of Europe; roadsides and disturbed places; most common in Prospect Lake and Saanichton; spreading to other areas. Marr Todd Inlet, Island view Beach 2007","","","","Linaria dalmatica","Plantaginaceae"
"679","saanich","Linaria purpurea",1,"Native of Europe; an occasional escapee. Marr Hartland landfill 2007.","","","","Linaria purpurea","Plantaginaceae"
"680","saanich","Linaria vulgaris",1,"Native of Europe; roadsides and waste places; naturalized and widely distributed throughout.","","","","Linaria vulgaris","Plantaginaceae"
"681","saanich","Linium usitatissimum",1,"RTO Beacon Hill Park, edge of parking barrier 1992.","not in FPNW2","","",NA,NA
"682","saanich","Linnaea borealis ssp. longiflora",1,"Open to dense woods; throughout most of the wetter and cooler forests of the area; represented by var. longiflora Torr.; circumpolar","","","","Linnaea borealis longiflora","Caprifoliaceae"
"683","saanich","Linum lewisii",1,"KM View Royal: NW corner of Burnside Road and Watkiss Way intersection 2006.","","","","Linum lewisii","Linaceae"
"684","saanich","Linum narbonense",1,"KM Langford: Highway 1 median, SE of Highlands exit (to Bear Mountain) 2007.","","","","Linum narbonense","Linaceae"
"685","saanich","Linum perenne",1,"Open, grassy places, Oak Bay and Sidney; not collected recently. RTO Linum usitatissimum L. edge of parking lot Beacon Hill Park 1992.","","","","Linum perenne","Linaceae"
"686","saanich","Lithophragma glabrum",1,"AC Jocelyn Hill; open rock outcrops 1989. Eastham Gonzales Hill 1938.","","","","Lithophragma glabrum","Saxifragaceae"
"687","saanich","Lithophragma parviflorum",1,"Open, rocky places and rocky outcrops; common throughout.","","","","Lithophragma parviflorum","Saxifragaceae"
"688","saanich","Lobelia erinus",1,"Zika at RBCM near Government St. 2001. Crawford Government House 1968. No information on establishment either record. Several records of escaped populations Vancouver area. On Lomer & Penny's non-established list.","","","","Lobelia erinus","Campanulaceae"
"689","saanich","Lobularia maritima",1,"Native of Asia; widely cultivated ornamental, persisting in some waste places in the Victoria area. Macoun Sidney 1913. Marr Hartland landfill 2007. CFN Beacon Hill Park 1916.","","","","Lobularia maritima","Brassicaceae"
"690","saanich","Lolium multiflorum",1,"Native of Europe; well established on meadows and waste places; common throughout.","","","","Lolium multiflorum","Poaceae"
"691","saanich","Lolium perenne",1,"Native of Europe; well established on open meadows and waste places; cultivated as a forage plant; common throughout.","","","","Lolium perenne","Poaceae"
"692","saanich","Lolium temulentum",1,"Native of Europe; waste places; weedy species, sporadic in Victoria.","","","","Lolium temulentum","Poaceae"
"693","saanich","Lomatium dissectum",1,"Dry, open ground, rocky slopes, and talus; occasional in suitable habitats.","","","","Lomatium dissectum","Apiaceae"
"694","saanich","Lomatium macrocarpum",1,"Dry, rocky areas; rare; known only from Mount Finlayson, where it was collected by C. F. Newcombe in 1916; record confirmed by C. V. Piper; not collected since. No coast collections found.","","","","Lomatium macrocarpum","Apiaceae"
"695","saanich","Lomatium nudicaule",1,"Dry, open places and rocky outcrops; common on suitable habitats throughout.","","","","Lomatium nudicaule","Apiaceae"
"696","saanich","Lomatium utriculatum",1,"Open slopes and rocky outcrops; common throughout in suitable habitat; the commonest Lomatium in the area.","","","","Lomatium utriculatum","Apiaceae"
"697","saanich","Lonicera ciliosa",1,"Open woods and thickets; common throughout in suitable habitats.","","","","Lonicera ciliosa","Caprifoliaceae"
"698","saanich","Lonicera hispidula",1,"Dry woods, thickets, and clearings; most abundant in Saanich and the Highland district.","","","","Lonicera hispidula","Caprifoliaceae"
"699","saanich","Lonicera involucrata var. involucrata",1,"Wet woods and thickets, along streams and lake shores; very common throughout.","","","","Lonicera involucrata involucrata","Caprifoliaceae"
"700","saanich","Lonicera periclymenum",1,"Native of the Mediterranean region; open woods and thickets; now established and common in many areas; particularly in Saanich and Sidney. On Lomer & Penny's non-established list. Peninsula collections re-identified as Lonicera periclymenum. One collection of Lonicera ×bella Saanichton Experimental Station 1954. Several iNaturalist observatons of ×bella but no naturalization information.","","","","Lonicera periclymenum","Caprifoliaceae"
"701","saanich","Lotus corniculatus",1,"Native of Europe; wet, grassy land and lawns; common throughout the area.","","","","Lotus corniculatus","Fabaceae"
"702","saanich","Lotus tenuis",1,"Introduced in the Gorge and Esquimalt areas. Marr gravel pit, Langford 2007. iNaturalist reports Panama Flats 2017 and Denham Till Park 2018.","","","","Lotus tenuis","Fabaceae"
"703","saanich","Lotus uliginosus",1,"AC&RTO Swartz Bay Ferry Terminal 1988. A&OC Beaver Lake meadow 1994.","","","","Lotus uliginosus","Fabaceae"
"704","saanich","Ludwigia palustris",1,"Known only from the shore of Langford Lake; represented by var. americana (DC) Fern. & Griscom; collected by B. W. Davis & N. Chapman in 1965. Retzler langford lake 1980.","","","","Ludwigia palustris","Onagraceae"
"705","saanich","Luina hypoleuca",1,"Known from Thetis Lake, where it was collected by M. C. Melburn in 1962. A&OC Colwood, Paterson Point, Wilferd Road, Military Reserve 1976. A&OC Mt Finlayson 1977. Many iNaturaist observations Gowland Todd Park.","","","","Luina hypoleuca","Asteraceae"
"706","saanich","Lunaria annua",1,"Native of Europe; occasional escapee from cultivation.","","","","Lunaria annua","Brassicaceae"
"707","saanich","Lupinus arboreus",1,"Native of California; introduced in many gardens and naturalized in waste places, particularly along the Victoria, Oak Bay, and Uplands shorelines; a good sand-binder.","","","","Lupinus arboreus","Fabaceae"
"708","saanich","Lupinus bicolor",1,"Open, sandy ground; common throughout the area.","","","","Lupinus bicolor","Fabaceae"
"709","saanich","Lupinus latifolius var. latifolius",1,"Open woods on sandy soil; West Saanich, Lost Lake, Sidney, and the Highland district; locally quite common.","","","","Lupinus latifolius latifolius","Fabaceae"
"710","saanich","Lupinus lepidus",1,"In the early 1900's it was very abundant in the Beacon Hill area; now restricted to Little Saanich Mountain only. Several iNaturalist reports Mt McDonald, Langford.","","","","Lupinus lepidus","Fabaceae"
"711","saanich","Lupinus littoralis",1,"Beaches and dunes. A&OC Trial Island 1980. HJ Obs Sidney Island 1982. Huggings iNaturalist observation 2017.","","","","Lupinus littoralis","Fabaceae"
"712","saanich","Lupinus microcarpus var. microcarpus",1,"Annual; dry, open, coastal areas and restricted to the seafront of Beacon Hill and Victoria; most records are from the early 1900's. MF Trial Island 2000.","","","","Lupinus microcarpus microcarpus","Fabaceae"
"713","saanich","Lupinus oreganus var. kincaidii",1,"Open woods; known from Victoria and Oak Bay. Only BC collection 1929.","","","","Lupinus oreganus","Fabaceae"
"714","saanich","Lupinus polyphyllus",1,"Moist ground; rare; Royal Oak and Esquimalt; included in Highways bank seeding. Var. pallidipes Uplands Park Batten Obs 2018 - historical 1924, 1913, 1907, 1896.","","","","Lupinus polyphyllus","Fabaceae"
"715","saanich","Luzula campestris",1,"TMCT Sanichton 1941. Harrison Island View Beach 1967. RTO D'Arcy Island 1981. Harrison Pear Hill, Mill Hill and Royal Oak 1966. TCB Holland Point 1992 Beacon Hill 2002.","","","","Luzula campestris","Juncaceae"
"716","saanich","Luzula comosa var. laxa",1,"J. Macoun Elk Lake 1914.. M. Melburn Goldstream 1956. Eastham Mt Tolmie 1939. Eastham Thetis Lake 1940. A&OC Moresby 1976.","","","","Luzula comosa laxa","Juncaceae"
"717","saanich","Luzula macrantha",1,"A. Harrison top of Mt Newton 1966. Goldstream, J. Anderson date? Beamish Teanook Lake 1961.","","","","Luzula macrantha","Juncaceae"
"718","saanich","Luzula multiflora",1,"Luzula campestris (L.)DC. is a eurasian introduction usually limited to disturbed ground. Multiflora occurs in a variety of habitats such as open coniferous forests, lakeshore, bogs, and wet grassy places.","","","","Luzula multiflora","Juncaceae"
"719","saanich","Luzula parviflora",1,"Moist, open places; rare; collected by M. C. Melburn in Goldstream Park in 1957 and Thetis Lake Park in 1966. Check current at V. ssp fastigiata and ssp melanocarpa may both be present. No ssp in provincial list. Collections at V filed as both var. parviflora and var fastigata","","","","Luzula parviflora","Juncaceae"
"720","saanich","Luzula subsessilis",1,"Cordova Spit, Bear Hill, Royal Oak, Cattle Point, McNeil Bay, Hartling Point, Mill Hill. Tompka Halibut Island 1963.","","","","Luzula subsessilis","Juncaceae"
"721","saanich","Lychnis coronaria",1,"Native of Europe; grown as an ornamental and often escapes; persists along roads, tracks, and wastelands.","","","","Silene coronaria","Caryophyllaceae"
"722","saanich","Lycopodium clavatum",1,"V.E.L. Goddard Horth Hill 1929. MD says present elsewhere on peninsula - no vouchers found.","","","","Lycopodium clavatum","Lycopodiaceae"
"723","saanich","Lycopus americanus",1,"Wet ground and marshes; most abundant in Beaver and Elk Lakes.","","","","Lycopus americanus","Lamiaceae"
"724","saanich","Lycopus uniflorus",1,"Streambanks and marshes throughout the area.","","","","Lycopus uniflorus","Lamiaceae"
"725","saanich","Lysichiton americanus",1,"Boggy, wet places, lakeshores; throughout in suitable habitats.","","","","Lysichiton americanus","Araceae"
"726","saanich","Lysimachia arvensis",1,"Native of Europe; cultivated fields; common throughout.","","","","Lysimachia arvensis","Primulaceae"
"727","saanich","Lysimachia europaea",1,"Bogs and swamps along the Coast; known from Rithet's Bog and Beaver Lake.","","","","Lysimachia europaea","Primulaceae"
"728","saanich","Lysimachia latifolia",1,"Wooded and open areas; common throughout.","","","","Lysimachia latifolia","Primulaceae"
"729","saanich","Lysimachia maritima",1,"Salt marshes and sandy beaches along the Coast; sporadic throughout.","","","","Lysimachia maritima","Primulaceae"
"730","saanich","Lysimachia minima",1,"Native of Europe; moist ground, around pools; Ten Mile Point and Sidney. A&OC several collections 1981.","","","","Lysimachia minima","Primulaceae"
"731","saanich","Lysimachia nummularia",1,"Native of Europe; wet places along roadsides; rare; known from Victoria where it was collected by M. C. Melburn in 1967.","","","","Lysimachia nummularia","Primulaceae"
"732","saanich","Lysimachia thyrsiflora",1,"Swampy ground; Beaver, Elk, Prior, and Thetis Lakes; occasional.","","","","Lysimachia thyrsiflora","Primulaceae"
"733","saanich","Lysimachia vulgaris",1,"Native of Europe; escapee from cultivation and sparingly introduced throughout. MCM Swan Lake neighborhood 1955. Cruickshank Swan Lake 2020.","","","","Lysimachia vulgaris","Primulaceae"
"734","saanich","Lythrum salicaria",1,"TCB King's Pond 1980, Cedar Hill Golf Course 1980. Pat Bay Highway ditches 2020.","","","","Lythrum salicaria","Lythraceae"
"735","saanich","Madia elegans",1,"Dry, open places; rare; roadside weed. IFBC no records. Not present GD.","","","","Madia elegans","Asteraceae"
"736","saanich","Madia exigua",1,"Grassland and dry, open woods; sporadic; Esquimalt, Sidney, and Goldstream.","","","","Madia exigua","Asteraceae"
"737","saanich","Madia glomerata",1,"Dry, open places; sporadic throughout the area.","","","","Madia glomerata","Asteraceae"
"738","saanich","Madia gracilis",1,"Dry, open places; common throughout.","","","","Madia gracilis","Asteraceae"
"739","saanich","Madia sativa",1,"Native of south America; dry, open fields; common throughout.","","","","Madia sativa","Asteraceae"
"740","saanich","Maianthemum dilatatum",1,"Woods and recent clearings; common throughout.","","","","Maianthemum dilatatum","Asparagaceae"
"741","saanich","Maianthemum racemosum ssp. amplexicaule",1,"Damp woods; thickets and clearings; occasional throughout.","","","","Maianthemum racemosum amplexicaule","Asparagaceae"
"742","saanich","Maianthemum stellatum",1,"Wet, open places; occasional throughout.","","","","Maianthemum stellatum","Asparagaceae"
"743","saanich","Malus fusca",1,"Moist woods, banks, and margins of lakes; common throughout.","","","","Malus fusca","Rosaceae"
"744","saanich","Malus pumila",1,"Occasional seedling roadside and farm fields","","","","Malus domestica","Rosaceae"
"745","saanich","Malva moschata",1,"Native of Europe; sparingly established in waste ground and along roads throughout.","","","","Malva moschata","Malvaceae"
"746","saanich","Malva neglecta",1,"Waste places; Marr Anacortes Ferry Terminal 2007, RTO Cordova Bay 2008.","","","","Malva neglecta","Malvaceae"
"747","saanich","Malva parviflora",1,"Native of Europe; occasional in waste places and roadsides; Victoria and Oak Bay. Eastham 1940.","","","","Malva parviflora","Malvaceae"
"748","saanich","Malva sylvestris",1,"Native of Europe; sporadic weed in the Victoria area. Marr Anacortes Ferry Terminal and several Victoria sites 2007,","","","","Malva sylvestris","Malvaceae"
"749","saanich","Marah oreganus",1,"Waste places in abandoned gardens; occasional; Victoria, Saanich, and Patricia Bay. Union Bay Reserve 2012.","","","","Marah oregana","Cucurbitaceae"
"750","saanich","Marrubium vulgare",1,"Native of Europe; a casual weed in dry, open ground.","","","","Marrubium vulgare","Lamiaceae"
"751","saanich","Matricaria discoidea",1,"Dry, open ground and waste places; common throughout.","","","","Matricaria discoidea","Asteraceae"
"752","saanich","Matthiola incana",1,"Native of Europe; an occasional garden escapee in the Victoria area. Pat Bay Highway. On Lomer & Penny's non-established list. Observed over a 50 yr+ period in Victoria and collected in 2019 (H. Roemer, pers. comm. 2019).","","","","Matthiola incana","Brassicaceae"
"753","saanich","Meconella oregana",1,"Open ground; Mount Douglas, Thetis Lake Park, Mount Finlayson, and Todd Inlet; sporadic.","","","","Meconella oregana","Papaveraceae"
"754","saanich","Medicago arabica",1,"Native of Europe; occasional in waste places throughout.","","","","Medicago arabica","Fabaceae"
"755","saanich","Medicago lupulina",1,"Native of Europe; abundant and widely distributed in lawns and waste ground.","","","","Medicago lupulina","Fabaceae"
"756","saanich","Medicago polymorpha",1,"Native of Europe; frequent in waste ground throughout.","","","","Medicago polymorpha","Fabaceae"
"757","saanich","Medicago sativa",1,"Escapee from cultivation and well established in many areas.","","","","Medicago sativa","Fabaceae"
"758","saanich","Melica harfordii",1,"HJ coll Lone Tree Hill 2002. HLR Mt Finlayson 1996. AC and HLR Woodwardia site 1991. HLR Bear Mt 1996.","","","","Melica harfordii","Poaceae"
"759","saanich","Melica subulata",1,"Shady to open coniferous forest; occassional; Uplands and Highland district.","","","","Melica subulata","Poaceae"
"760","saanich","Melilotus albus",1,"Native of Eurasia; widely distributed as a weed throughout.","","","","Melilotus albus","Fabaceae"
"761","saanich","Melilotus officinalis",1,"Native of Europe; established in meadows and waste ground throughout.","","","","Melilotus officinalis","Fabaceae"
"762","saanich","Melissa officinalis",1,"Introduced from Eurasia; sporadic; roadsides and waste places; Victoria.","","","","Melissa officinalis","Lamiaceae"
"763","saanich","Mentha canadensis",1,"Native of Europe; in wet ground; widely distributed throughout the area.","","","","Mentha canadensis","Lamiaceae"
"764","saanich","Mentha gracilis",1,"Might be the airport ditch mint - recollect.","","","","Mentha × gracilis","Lamiaceae"
"765","saanich","Mentha piperita",1,"Introduced and cultivated as a source of peppermint; established in the Sidney area, where it was collected by V. E. L. Goddard in 1929; still there in ditches South side of Airport. TCB Eagle Beach, Elk Lake 1993.","","","","Mentha × piperita","Lamiaceae"
"766","saanich","Mentha pulegium",1,"Occasional escape from cultivation. iNaturalist reports throughout area.","","","","Mentha pulegium","Lamiaceae"
"767","saanich","Mentha rotundifolia",1,"Native of Europe; rare; Victoria. = M. suaveolens Ehrh.","","","","Mentha × rotundifolia","Lamiaceae"
"768","saanich","Mentha spicata",1,"Native of Europe; banks of streams and moist places; introduced and occasionally found in the area.","","","","Mentha spicata","Lamiaceae"
"769","saanich","Menyanthes trifoliata",1,"Bogs and lakes; occasional; Beaver and Swan Lakes, Goldstream, and the Highland district.","","","","Menyanthes trifoliata","Menyanthaceae"
"770","saanich","Mibora minima",1,"Native of Europe; known only from Saanichton, where it was collected by J. Macoun in 1914; to our knowledge this is the only record of this species for British Columbia. On Lomer & Penny's non-established list.","not in FPNW2","","","Mibora minima","Poaceae"
"771","saanich","Micranthes ferruginea",1,"Wet, rocky crevices; occasional; Goldstream and Langford.","","","","Micranthes ferruginea","Saxifragaceae"
"772","saanich","Micranthes integrifolia",1,"Grassy slopes and wet banks; common throughout; Check vouchers at V for nidifica, apetala, fragosa - nothing found CPNWH.","","","","Micranthes integrifolia","Saxifragaceae"
"773","saanich","Micranthes rufidula",1,"Rocky banks and grassy slopes; occasional; Esquimalt, Langford, Goldstream, and Mount Finlayson.","","","","Micranthes rufidula","Saxifragaceae"
"774","saanich","Microseris bigelovii",1,"Wet, open places along the Coast; rare and limited to only a very few localities.","","","","Microseris bigelovii","Asteraceae"
"775","saanich","Microsteris gracilis",1,"Open, grassy places and hillsides; Victoria, Cedar Hill, Saanich, and Thetis Lake Park; locally abundant.","","","","Microsteris gracilis","Polemoniaceae"
"776","saanich","Misopates orontium",1,"Seen at Chinese cemetery HJ.? Collection at V Ross Bay Cemetary 1977. On Lomer & Penny's non-established list.","","","","Misopates orontium","Plantaginaceae"
"777","saanich","Moehringia macrophylla",1,"Moist, dry, shaded to open woods and rocky slopes; throughout in suitable habitat.","","","","Moehringia macrophylla","Caryophyllaceae"
"778","saanich","Moenchia erecta",1,"Native of Europe; locally abundant; Uplands, Beacon Hill and Thetis Lake Park. FL Iroquois Park, Sidney 1995.","","","","Moenchia erecta","Caryophyllaceae"
"779","saanich","Monotropa hypopitys",1,"Buckland Glen lake 1940. iNaturalist observation Mary Lake 2020.","","","","Monotropa hypopitys","Ericaceae"
"780","saanich","Monotropa uniflora",1,"Shady, mature, coniferous forest in the vicinity of rotting Douglas fir; sporadically abundant in suitable habitats.","","","","Monotropa uniflora","Ericaceae"
"781","saanich","Montia dichotoma",1,"Moist ground; sporadic and most common in the Lost Lake area.Summit of Mt Finlayson HJ 1983.","","","","Montia dichotoma","Montiaceae"
"782","saanich","Montia fontana",1,"Aquatic to terrestrial; Lost Lake, Prospect Lake, and Goldstream.","","","","Montia fontana","Montiaceae"
"783","saanich","Montia howellii",1,"Moist, open places; sporadic; Uplands, Cadboro Bay, Island View Beach, and Thetis Lake Park.Very abundant in seepy meadows, Sidney Island HJ. GD reports this species regular on golf courses.","","","","Montia howellii","Montiaceae"
"784","saanich","Montia linearis",1,"Damp ground; very common throughout","","","","Montia linearis","Montiaceae"
"785","saanich","Montia parvifolia",1,"Mossy banks, wet rocks, and shady places; common throughout; our plants with broadly ovate leaves have been recognized as a distinct species M. flagellaris or as a infraspecific segregate of M. parvifolia.","recorded by HJ: Montia parvifolia var. flagellaris, syn. M.parvifolia in FPNW2","","","Montia parvifolia","Montiaceae"
"786","saanich","Muscari armeniacum",1,"Several Lomer collections of M. neglectum Victoria, Oak Bay, Saanich. Garden escape. Field work confirmed that the vast majority of Muscari escapes are Muscari armeniacum. The two other species, Muscari neglectum and Muscari aucheri, are uncommon (H. Roemer, pers. comm. 2019). Muscari botryoides commonly cultivated and persisting.","","","","Muscari armeniacum","Asparagaceae"
"787","saanich","Muscari neglectum",1,"FL Victoria Airport 1996, FL Southgate St 2011, FL Oak Bay 2012.","","","","Muscari neglectum","Asparagaceae"
"788","saanich","Mycelis muralis",1,"Native of Europe; moist, shady places; common throughout.","","","","Mycelis muralis","Asteraceae"
"789","saanich","Myosotis arvensis",1,"Native of Eurasia; roadsides and disturbed ground; established as a weed in the Saanich area; occasional in other areas.","","","","Myosotis arvensis","Boraginaceae"
"790","saanich","Myosotis discolor",1,"Native of Europe; becoming weedy in some areas, North Saanich, Royal Oak, Sidney, and the Highland district.","","","","Myosotis discolor","Boraginaceae"
"791","saanich","Myosotis laxa",1,"Moist soils and shallow waters; one of our most common forget-me-nots; throughout in suitable habitats.","","","","Myosotis laxa","Boraginaceae"
"792","saanich","Myosotis micrantha",1,"Open, dry, rocky places; known only from Thetis Lake Park and the Highland district, where it was collected by J. A. Calder in 1956. A&OC Observatory Hill 1977, TCB Trial Island 1992, A&OC Colwood 1977.","","","","Myosotis stricta","Boraginaceae"
"793","saanich","Myosotis scorpioides",1,"Native of Europe; edges of ponds and wet, submerged places; known from the Central Saanich and Saanichton areas. Blenkinsop Lake and Thetis Lake.","","","","Myosotis scorpioides","Boraginaceae"
"794","saanich","Myosurus minimus",1,"Moist ground; sporadic; Oak Bay, Saanich, and Sidney.","","","","Myosurus minimus","Ranunculaceae"
"795","saanich","Myrica gale",1,"Swamps; known from Durrance Lake and Rithet's Bog at Royal Oak.","","","","Myrica gale","Myricaceae"
"796","saanich","Myriophyllum hippuroides",1,"Rare; listed by J. W. Eastham in Supplement to Flora of British Columbia; Beaver Lake; specimen not examined. No recent collections in area. AC says the Beaver lake of the Eastham collection is the one in Stanley Park.","","","","Myriophyllum hippuroides","Haloragaceae"
"797","saanich","Myriophyllum spicatum",1,"Native of Europe; quiet streams and ponds; known only from the Highland district. Check.","","","","Myriophyllum spicatum","Haloragaceae"
"798","saanich","Myriophyllum verticillatum",1,"A&OC Spencer Pond 1987, Hardy Highlands 1945, CFN Elk Lake 1917.","","","","Myriophyllum verticillatum","Haloragaceae"
"799","saanich","Myriopteris gracillima",1,"Exposed crevices and ledges of igneous rocks; very rare and decreasing in its occurrence; restricted to Mount Finlayson, where it was collected by J. R. Anderson in 1897 and 1929. Collected several time from Mt. Finlayson since. H.J obs Mt. Finlayson April 16, 1983. GD Mt Finlayson 1992. HLR Mt Work 1996. Miskellys Gowland Todd Park iNaturalist observations 2013.","","","","Myriopteris gracillima","Pteridaceae"
"800","saanich","Myrrhis odorata",1,"Beamish Brentwood Edge of garden along edge of bog 1961. No information on naturalization.","","","","Myrrhis odorata","Apiaceae"
"801","saanich","Najas flexilis",1,"Lakes and sluggish waters; rare; Elk Lake, Teanook Lake, Second Lake, Pease Lake, Thetis Lake","","","","Najas flexilis","Hydrocharitaceae"
"802","saanich","Narcissus incomparabilis",1,"Airport fields FL 2014. Many clumps in the airport field, mostly inside the wire fence; leaves erect, glaucous; tepals cream, corona yellow; corona less than half the length of the tepals; hybrid between Narcissus poeticus and Narcissus pseudonarcissus; combining the flower features of the parents; either planted and naturalized and expanded from plantings or invasive from discarded bulbs; often cultivated; sterile; variable flowers in this population. On Lomer & Penny's non-established list.","","","","Narcissus × incomparabilis","Amaryllidaceae"
"803","saanich","Nassella viridula",1,"Listed in A Preliminary Catalogue of the Flora of Vancouver and Queen Charlotte Islands; Victoria; specimen not examined. CDC Explorer all interior.","","","","Nassella viridula","Poaceae"
"804","saanich","Nasturtium microphyllum",1,"PDW John Dean Park pool 1979. Long 1974 location unknown, TCB Chatham Island 1992.","","","","Nasturtium microphyllum","Brassicaceae"
"805","saanich","Nasturtium officinale",1,"Native of Europe; streams, ditches, and shallow water; sporadic and locally very abundant; used as a vegetable.","","","","Nasturtium officinale","Brassicaceae"
"806","saanich","Navarretia intertexta",1,"Moist, open ground, fields; sporadic and rather rare; most abundant at Thetis Lake Park. Prigmore Beaver Lake 2013. MCM Thetis Lake 1961. AC thetis Lake 1986. AC Spencer Pond, Langford 1988.","","","","Navarretia intertexta","Polemoniaceae"
"807","saanich","Navarretia squarrosa",1,"Open ground, fields, and roadsides throughout; particularly common in North Saanich and Sidney.","","","","Navarretia squarrosa","Polemoniaceae"
"808","saanich","Nemophila menziesii",1,"Listed in Henry's Flora as occurring in Victoria; specimen not examined; a southern species and most likely a garden escapee. No recent records.","","","","Nemophila menziesii","Boraginaceae"
"809","saanich","Nemophila parviflora var. parviflora",1,"Wet, open, or semiwooded places; common in Goldstream, Langford, Thetis Lake Park, and North Saanich.","","","","Nemophila parviflora parviflora","Boraginaceae"
"810","saanich","Nemophila pedunculata",1,"Moist, open meadows; occasional; Thetis Lake Park, Cattle Point, 10 Mile Point, and Mount Douglas.","","","","Nemophila pedunculata","Boraginaceae"
"811","saanich","Neottia cordata",1,"Mossy, damp coniferous forest; frequent in forested areas of West and North Saanich and Goldstream.","","","","Neottia cordata","Orchidaceae"
"812","saanich","Nepeta cataria",1,"Native of Eurasia; occasional in woods and waste ground.","","","","Nepeta cataria","Lamiaceae"
"813","saanich","Neslia paniculata",1,"Native of Europe; open, waste places and cultivated ground; a common weed in the Sidney area.","","","","Neslia paniculata","Brassicaceae"
"814","saanich","Nicandra physalodes",1,"Known from Victoria, where it was collected on waste ground by M. C. Melburn in 1965. Lomer several collections Vancouver. On Lomer & Penny's non-established list.","","","","Nicandra physalodes","Solanaceae"
"815","saanich","Nigella damascena",1,"Native of Europe; escapee from cultivation; sporadic. Marr Hartland landfill 2007.","","","","Nigella damascena","Ranunculaceae"
"816","saanich","Nothochelone nemorosa",1,"Open woods; rare; restricted to Goldstream and Saanich Arm.","","","","Nothochelone nemorosa","Plantaginaceae"
"817","saanich","Nuphar polysepala",1,"Ponds and shallow lakes; common throughout.","","","","Nuphar polysepala","Nymphaeaceae"
"818","saanich","Nuphar variegata",1,"Ponds and shallow lakes; rare; collected by T. C. Brayshaw in 1969 at Swan Lake.","","","","Nuphar variegata","Nymphaeaceae"
"819","saanich","Nuttallanthus texanus",1,"Sandy soil; limited to the Esquimalt district. HLR Mount McDonald, Langford; W of access road 1996.","","","","Nuttallanthus texanus","Plantaginaceae"
"820","saanich","Nymphaea mexicana",1,"Native of Mexico and Florida; shallow lakes; rare; known only from Elk Lake, where it was collected by T. C. Brayshaw in 1970. CDC update note 2019: BC material is probably from plantings only. Not established outside of cultivation.","not in FPNW2","","","Nymphaea mexicana","Nymphaeaceae"
"821","saanich","Nymphaea odorata",1,"Native of eastern United States, shallow lakes; rare; known from Prospect Lake, where it was collected by A. F. Szczawinski in 1969. TCB Glen Lake 1989, Beaver Lake 1992.","","","","Nymphaea odorata","Nymphaeaceae"
"822","saanich","Oemleria cerasiformis",1,"Open woods, roadsides; common throughout.","","","","Oemleria cerasiformis","Rosaceae"
"823","saanich","Oenanthe sarmentosa",1,"Low, wet places along streams and around sloughs; common throughout.","","","","Oenanthe sarmentosa","Apiaceae"
"824","saanich","Oenothera biennis",1,"Open, sandy ground; sporadic; Victoria. Marr 2007 collections Ogden Point, View Royal, Sidney Ferry Terminal.","","","","Oenothera biennis","Onagraceae"
