"","area","Family","TaxonName","iNatTaxon","HJ_comment","FPNW_note","critical_comments","reviewed","iNat_taxon"
"522","sji","Fabaceae","Vicia americana","Vicia americana","Very common throughout along forest margins and thickets","","","","Vicia americana"
"523","sji","Fabaceae","Vicia benghalensis","Vicia benghalensis","Johansen two sites several miles apart SW of Friday Harbour, San Juan 1946.","not in FPNW2","","","Vicia benghalensis"
"524","sji","Fabaceae","Vicia hirsuta","Vicia hirsuta","Abundant weed.","","","","Vicia hirsuta"
"525","sji","Fabaceae","Vicia lathyroides","Vicia lathyroides","Occasional on strand; Orcas.","","","","Vicia lathyroides"
"526","sji","Fabaceae","Vicia nigricans var. gigantea","Vicia gigantea","Open forest and gulleys near salt water, wet brackish or saline places; common throughout.","","","","Vicia gigantea"
"527","sji","Fabaceae","Vicia sativa","Vicia sativa","Very common throughout waste areas and cultivated ground.","","","","Vicia sativa"
"528","sji","Fabaceae","Vicia tetrasperma","Vicia tetrasperma","Occasional; weedy sites especially on San Juan.","","","","Vicia tetrasperma"
"529","sji","Fabaceae","Vicia villosa","Vicia villosa","Roadsides and ruderal sites; common throughut. Including V. cracca.","","","","Vicia villosa"
"530","sji","Fagaceae","Quercus garryana","Quercus garryana","Dry, rocky sites, often near salt water; most common on Orcas and San Juan Islands but found throughout.","","","","Quercus garryana"
"531","sji","Gentianaceae","Centaurium erythraea","Centaurium erythraea","Moist meadows and ditches; common on San Juan; less so on other islands.","","","","Centaurium erythraea"
"532","sji","Gentianaceae","Centaurium pulchellum","Centaurium pulchellum","Atkinson Sportsman's Lake, San Juan 1992. Original id C. muehlenbergii, Giblin re-id as pulchellum 2019.","","","","Centaurium pulchellum"
"533","sji","Gentianaceae","Gentianella amarella","Gentianella amarella","Boggy meadows, usually where disturbed; rare; Orcas, San Juan and Lopez. Henderson 1892 East Sound.","","","","Gentianella amarella"
"534","sji","Gentianaceae","Zeltnera muehlenbergii","Zeltnera muehlenbergii","Damp meadows and ditches; occasional on San Juan, Errata of FofPNW says re-id Centaurium pulchellum.","","","","Zeltnera muehlenbergii"
"535","sji","Geraniaceae","Erodium cicutarium","Erodium cicutarium","Open sites throughout; common.","","","","Erodium cicutarium"
"536","sji","Geraniaceae","Geranium bicknellii","Geranium bicknellii","Moist, grassy edges of alder or mixed forest, also cut-over land; occasional on San Juan.","","","","Geranium bicknellii"
"537","sji","Geraniaceae","Geranium carolinianum","Geranium carolinianum","Gardens and moist, grassy areas; occasional.","","","","Geranium carolinianum"
"538","sji","Geraniaceae","Geranium dissectum","Geranium dissectum","Widespread but infrequent; mostly on San Juan.","","","","Geranium dissectum"
"539","sji","Geraniaceae","Geranium lucidum","Geranium lucidum","Dunwiddie & Zike Posey Island 2018, Friday Harbour 2018. Ledger Olga Rd, Orcas 2016.","","","","Geranium lucidum"
"540","sji","Geraniaceae","Geranium molle","Geranium molle","Common; roadside or lawns.","","","","Geranium molle"
"541","sji","Geraniaceae","Geranium purpureum","Geranium purpureum","Martinez Orcas iNaturalist report 2018. No herbarium records for area found.","","","","Geranium purpureum"
"542","sji","Geraniaceae","Geranium pusillum","Geranium pusillum","Fairly common on lawns.","","","","Geranium pusillum"
"543","sji","Geraniaceae","Geranium robertianum","Geranium robertianum","Gardens; introduced locally and increasing; Waldron, Lopez San Juan.","","","","Geranium robertianum"
"544","sji","Grossulariaceae","Ribes divaricatum var. divaricatum","Ribes divaricatum divaricatum","Forest margin and open transitional woods, often where rocky, common.","","","","Ribes divaricatum divaricatum"
"545","sji","Grossulariaceae","Ribes lacustre","Ribes lacustre","Shady lake edges, muddy places, damp forest floor.","","","","Ribes lacustre"
"546","sji","Grossulariaceae","Ribes lobbii","Ribes lobbii","Cattle Point, San Juan iNaturalist report 2020.","","","","Ribes lobbii"
"547","sji","Grossulariaceae","Ribes sanguineum","Ribes sanguineum","Open woods, dry sunny forest margins.","","","","Ribes sanguineum"
"548","sji","Haloragaceae","Myriophyllum spicatum","Myriophyllum spicatum","Report of M. sibiricum Komarov = M. spicatum var exalbescens. Common to abundant especially on Orcas. Note AC 1986 posits that this is a native species. M. spicatum var s. also reported lakes and ponds; occasional.","","","","Myriophyllum spicatum"
"549","sji","Haloragaceae","Myriophyllum verticillatum","Myriophyllum verticillatum","Shallow, mucky edges of ponds; rare at Three-Meadows-Marsh, San Juan.","","","","Myriophyllum verticillatum"
"550","sji","Hydrangeaceae","Philadelphus lewisii","Philadelphus lewisii","Steep, rocky slopes and valleys; widespread and locally common.","","","","Philadelphus lewisii"
"551","sji","Hydrocharitaceae","Egeria densa","Egeria densa","Used in aquarium and occasionally introduceed; well established in a pond near Turn Point, San Juan Zika and Atkinson 1999.","","","","Egeria densa"
"552","sji","Hydrocharitaceae","Elodea canadensis","Elodea canadensis","Occasional in lakes; often in deep water; most common on Orcas Island.","","","","Elodea canadensis"
"553","sji","Hydrocharitaceae","Najas canadensis","Najas canadensis","Zika Killebrew Lake, Orcas 2016.","","","","Najas canadensis"
"554","sji","Hydrocharitaceae","Najas flexilis","Najas flexilis","Widespread in lakes of Orcas.San Juan and Blakely.","","","","Najas flexilis"
"555","sji","Hypericaceae","Hypericum anagalloides","Hypericum anagalloides","Swampy lake shores and sphagnum bogs; fairly common Orcas and San Juan.","","","","Hypericum anagalloides"
"556","sji","Hypericaceae","Hypericum calycinum","Hypericum calycinum","Persisting around residence at Patos Island Lighthouse.","","","","Hypericum calycinum"
"557","sji","Hypericaceae","Hypericum perforatum","Hypericum perforatum","Common; aggressive roadside weed on Lopez and San Juan.","","","","Hypericum perforatum"
"558","sji","Hypericaceae","Hypericum scouleri","Hypericum scouleri","Bogs to soggy ditches; uncommon.","","","","Hypericum scouleri"
"559","sji","Iridaceae","Iris foetidissima","Iris foetidissima","Zika & Dunwiddie Kellet Bluff, Henry Island. Locally common, several hundred plants under large Pseudotsuga menziesii. Lopez Village Park iNaturalist report 2020. Zika Olga, Orcas 2021.","","","","Iris foetidissima"
"560","sji","Iridaceae","Iris germanica","Iris × germanica","Commonly cultivated, often spreading and long persistant; also apparently escaped near Argyle Lagoon, San Juan Island.","","","","Iris × germanica"
"561","sji","Iridaceae","Iris pseudacorus","Iris pseudacorus","Introduced and spreading along ponds and lakes; naturalized at a few places Orcas and San Juan Islands.","","","","Iris pseudacorus"
"562","sji","Iridaceae","Olsynium douglasii","Olsynium douglasii","Moist meadows; occasional. var. douglasii Lopez and San Juan. Iceberg Point, San Juan Denton.","","","","Olsynium douglasii"
"563","sji","Iridaceae","Sisyrinchium californicum","Sisyrinchium californicum","Rare; boggy lake shores, collected by Peck at Cascade Lake June 1923. Zika Eastsound 2016.","","","","Sisyrinchium californicum"
"564","sji","Iridaceae","Sisyrinchium idahoense","Sisyrinchium idahoense","Moist upland meadows; common to locally abundant. Vars? Var. macounii and idahoense Zika San Juan and Orcas, var. segetum Zika Orcas.","","","","Sisyrinchium idahoense"
"565","sji","Isoetaceae","Isoetes nuttallii","Isoetes nuttallii","Rare, vernal pools; collected by A. Ceska near Cattle Point May 1983, Voucher at V. Literature record RLTaylor 1970.","","","","Isoetes nuttallii"
"566","sji","Isoetaceae","Isoetes tenella","Isoetes tenella","Aquatic, reported from Spencer Lake, Blakely Island (J.R. Slater, T.C. Frye, R. Phillips) Reported as I. echinospora var. braunii","","","","Isoetes tenella"
"567","sji","Juncaceae","Juncus acuminatus","Juncus acuminatus","Rather common, opften occuring on the muddy fringe of grazed ponds and other wet places.","","","","Juncus acuminatus"
"568","sji","Juncaceae","Juncus alpinoarticulatus","Juncus alpinoarticulatus","Rare; collected in 1964 by L.M. Sundquist on a muddy shoreline of Mountain Lake, Orcas Island.","","","","Juncus alpinoarticulatus"
"569","sji","Juncaceae","Juncus articulatus","Juncus articulatus","Fairly common ditches and other wet places.","","","","Juncus articulatus"
"570","sji","Juncaceae","Juncus balticus","Juncus balticus","Widespread throughout the archipeligo, coastal marshes to bogs near the summit of Mt Constitution; very common. Also reported as J. lesueurii Boland.dunes near American Camp, San Juan.","","","","Juncus balticus"
"571","sji","Juncaceae","Juncus bolanderi","Juncus bolanderi","Rare; colledted by Peck 3 miles southeast of Roche Harbour.","","","","Juncus bolanderi"
"572","sji","Juncaceae","Juncus breweri","Juncus breweri","Denton Eagle Cove, San Juan, Atkinson American Camp, San Juan.","","","","Juncus breweri"
"573","sji","Juncaceae","Juncus bufonius","Juncus bufonius","Common weed from wet, mucky areas to dirt roads.","","","","Juncus bufonius"
"574","sji","Juncaceae","Juncus conglomeratus","Juncus conglomeratus","Wet or boggy soils; infrequent.","","","","Juncus conglomeratus"
"575","sji","Juncaceae","Juncus effusus ssp. effusus","Juncus effusus effusus","Abundant throughout; farm fields, ditches, disturbed woodlands.","","""Maybe follow the FPNW and list it as ssp. effusus from Europe. Subspecies solutus from east N.A. may also be in the area"" FL —""I have definitely been observing multiple ssp of Juncus effusus around, inc. Je.solutus, J.e.pacificus, and J.e.effusus. The list should be updated to included record of all these infrataxa—how to update comments?""","FL, AS","Juncus effusus effusus"
"576","sji","Juncaceae","Juncus effusus ssp. pacificus","Juncus effusus pacificus","Abundant throughout; farm fields, ditches, disturbed woodlands.","","""Maybe follow the FPNW and list it as ssp. effusus from Europe. Subspecies solutus from east N.A. may also be in the area"" FL —""I have definitely been observing multiple ssp of Juncus effusus around, inc. Je.solutus, J.e.pacificus, and J.e.effusus. The list should be updated to included record of all these infrataxa—how to update comments?""","FL, AS","Juncus effusus pacificus"
"577","sji","Juncaceae","Juncus ensifolius","Juncus ensifolius","Common species of low moist ground and roadside ditches.","","","","Juncus ensifolius"
"578","sji","Juncaceae","Juncus gerardii","Juncus gerardi","Uncommon; salt to brackish marshes. Chiefly along archipelego's southern edge Henry Island to Lopez Island.","","","","Juncus gerardi"
"579","sji","Juncaceae","Juncus hesperius","Juncus hesperius","Throughout main islands.","","","","Juncus hesperius"
"580","sji","Juncaceae","Juncus nevadensis","Juncus nevadensis","Sandy lake edge; rare along cascade Lake, Orcas.","","""delete"" FL ""Scott Atkinson from Cascade Lake, Orcas voucher at WTU. No other nearby collections. Will ask David Giblin to recheck the collection voucher."" HJ","","Juncus nevadensis"
"581","sji","Juncaceae","Juncus tenuis","Juncus tenuis","Rather common and somewhat weedy, pond margins, shaded dirt roads.","","","","Juncus tenuis"
"582","sji","Juncaceae","Luzula campestris","Luzula campestris","Camp Little Patos Island 1982.","","","","Luzula campestris"
"583","sji","Juncaceae","Luzula comosa var. laxa","Luzula comosa laxa","Grassy rock outcrops, dry Fir-Arbutus forest. Throughout; many records.","","","","Luzula comosa laxa"
"584","sji","Juncaceae","Luzula macrantha","Luzula macrantha","Zika Jones Island 2014.","","","","Luzula macrantha"
"585","sji","Juncaceae","Luzula multiflora","Luzula multiflora","Abundant; outcrops and grassy meadows. All material conforms to var. congesta","","","","Luzula multiflora"
"586","sji","Juncaceae","Luzula parviflora","Luzula parviflora","Damp,shady woods; rare; stream valleys in Moran State Park, Orcas.","","","","Luzula parviflora"
"587","sji","Juncaceae","Luzula subsessilis","Luzula subsessilis","Many collections, rocky shorelines","","","","Luzula subsessilis"
"588","sji","Juncaginaceae","Triglochin concinna var. concinna","Triglochin concinna concinna","Salt or brackish marshes; uncommon but widespread. AC has a collection at UBC from Lopez.","","","","Triglochin concinna concinna"
"589","sji","Juncaginaceae","Triglochin maritima","Triglochin maritima","Common.","","","","Triglochin maritima"
"590","sji","Lamiaceae","Ajuga reptans","Ajuga reptans","Escaping and infrequently spreading Friday Harbour and Eastsound. Zika Limestone Point, San Juan 2001. Atkinson Eastsound, Orcas 1985.","","","","Ajuga reptans"
"591","sji","Lamiaceae","Clinopodium douglasii","Clinopodium douglasii","Forest margins and dry, coniferous forest floors; common.","","","","Clinopodium douglasii"
"592","sji","Lamiaceae","Glechoma hederacea","Glechoma hederacea","Occasional adventive of lawns and damp, wedy sites.","","","","Glechoma hederacea"
"593","sji","Lamiaceae","Lamiastrum galeobdolon","Lamium galeobdolon","Wright Eagle Cove Beach, San Juan iNaturalist reports 2019-2020.","","","","Lamium galeobdolon"
"594","sji","Lamiaceae","Lamium amplexicaule","Lamium amplexicaule","Occasional in weedy sites, larger islands.","","","","Lamium amplexicaule"
"595","sji","Lamiaceae","Lamium hybridum","Lamium purpureum hybridum","Occasional in moist waste places and gardens, usually in rich soil. Several Atkinson collections Lopez.","","","","Lamium purpureum hybridum"
"596","sji","Lamiaceae","Lamium purpureum","Lamium purpureum","Waste places, often in tilled soils or gardens; common.","","","","Lamium purpureum"
"597","sji","Lamiaceae","Lycopus americanus","Lycopus americanus","Wet lakeshores; rare; known only from Spencer Lake, Blakely","","","","Lycopus americanus"
"598","sji","Lamiaceae","Lycopus europaeus","Lycopus europaeus","Dunwidddie & Zika Patos Island upper beach among drift logs 2018.","","","","Lycopus europaeus"
"599","sji","Lamiaceae","Lycopus uniflorus","Lycopus uniflorus","Lakeshores, bogs and on fallen logs in or near fresh water; widespread and fairly common.","","","","Lycopus uniflorus"
"600","sji","Lamiaceae","Marrubium vulgare","Marrubium vulgare","Disturbed meadows; widespread but sporadic.","","","","Marrubium vulgare"
"601","sji","Lamiaceae","Melissa officinalis","Melissa officinalis","Cultivated and widely naturalized, roadsides mostly on San Juan.","","","","Melissa officinalis"
"602","sji","Lamiaceae","Mentha canadensis","Mentha canadensis","Lakes or pond edges, wet roadsides.","","","","Mentha canadensis"
"603","sji","Lamiaceae","Mentha piperita","Mentha × piperita","Shallow water of lakes or ditches; occasional on larger islands. Both M. citrata and M. piperata reported.","","","","Mentha × piperita"
"604","sji","Lamiaceae","Mentha rotundifolia","Mentha × rotundifolia","Low, wet places where disturbed; Orcas; no recent records.","","","","Mentha × rotundifolia"
"605","sji","Lamiaceae","Mentha spicata","Mentha spicata","Low, wet places; occasional on larger islands.","","","","Mentha spicata"
"606","sji","Lamiaceae","Nepeta cataria","Nepeta cataria","Occasional along roadsides; chiefly San Juan.","","","","Nepeta cataria"
"607","sji","Lamiaceae","Prunella vulgaris","Prunella vulgaris","Woodland margins to lawns and meadows, often weedy; common to abundant.","","","","Prunella vulgaris"
"608","sji","Lamiaceae","Scutellaria galericulata","Scutellaria galericulata","Sphagnum bogs and lake shorelines; fairly common locally on Orcas; rare on San Juan and Blakely.","","","","Scutellaria galericulata"
"609","sji","Lamiaceae","Stachys cooleyae","Stachys chamissonis cooleyae","Common and widespread; damp, shady sites.","","","","Stachys chamissonis cooleyae"
"610","sji","Lamiaceae","Stachys mexicana","Stachys mexicana","Peck Argyle and Friday harbour 1923, Beattie Mt Constitution date?","","","","Stachys mexicana"
"611","sji",NA,"Stachys pratensis",NA,"Zike Friday Harbour mowed waste ground, full sun 2001. Synonym? Not in Washington checklist.","not in FPNW2","unrecognized taxon","AS",NA
"612","sji","Lamiaceae","Thymus pulegioides","Thymus pulegioides","Escaped and established on Shaw. Excluded on Washington check list.","","","","Thymus pulegioides"
"613","sji","Lentibulariaceae","Utricularia minor","Utricularia minor","Cascade Lake and Summit Lake, Orcas. Shallow water shorelines Zike Cascade Lake 2002, Summit Lake 2016.","","","","Utricularia minor"
"614","sji","Lentibulariaceae","Utricularia vulgaris ssp. macrorhiza","Utricularia macrorhiza","Deep to shallow water; San Juan, Orcas and Shaw.","","","","Utricularia macrorhiza"
"615","sji","Liliaceae","Erythronium oregonum ssp. oregonum","Erythronium oregonum","Dry conifer forest margins to open meadows; fairly common, esdpecially where undisturbed.","","","","Erythronium oregonum"
"616","sji","Liliaceae","Fritillaria affinis","Fritillaria affinis","Meadows and open woods throughout most common on coastal blufs. Population with pure yellow tepals at Iceberg Point, Lopez Island.","","","","Fritillaria affinis"
"617","sji","Liliaceae","Fritillaria camschatcensis","Fritillaria camschatcensis","Rare; grassy bulffs by sea; originally colledcted by Capt. Archibald Menzies on Orcas Island 1792. Recently reported from Bald Hill, San Juan Island and Orcas Island. Formerly present near Cattle Point.","","","","Fritillaria camschatcensis"
"618","sji","Liliaceae","Lilium columbianum","Lilium columbianum","Uncommon but widespread; dry open woodlands to gravely, scrubby roadsides.","","","","Lilium columbianum"
"619","sji","Liliaceae","Prosartes hookeri","Prosartes hookeri","Rare; collected by F.H. Frye 1908 near Mt Dallas; moist woods.","","","","Prosartes hookeri"
"620","sji","Lycopodiaceae","Lycopodium clavatum","Lycopodium clavatum","Rare; deep coniferous forest, Mountain Lake and Twin Lakes trail, Orcas. Also known from Blakely. Zika and Dunwiddie Raven Ridge Trail, Orcas 2021.","","","","Lycopodium clavatum"
"621","sji","Lythraceae","Lythrum salicaria","Lythrum salicaria","Introduced and escaped around a few ponds on San Juan.","","","","Lythrum salicaria"
"622","sji","Malvaceae","Alcea rosea","Alcea rosea","Occasional escape on Orcas.","","","","Alcea rosea"
"623","sji","Malvaceae","Malva moschata","Malva moschata","Occasional in ruderal sites on larger islands.","","","","Malva moschata"
"624","sji","Malvaceae","Malva neglecta","Malva neglecta","Occasional in waste places, mostly in towns.","","","","Malva neglecta"
"625","sji","Malvaceae","Malva sylvestris","Malva sylvestris","Ruderal sites on larger islands.","","","","Malva sylvestris"
"626","sji","Malvaceae","Sidalcea hendersonii","Sidalcea hendersonii","Grassy salt or brackish marshes. Argyle, Garrison and Wescott Bays on San Juan east side of Henry; Fishermans Bay, Lopez.","","","","Sidalcea hendersonii"
"627","sji","Melanthiaceae","Toxicoscordion venenosum var. venenosum","Toxicoscordion venenosum venenosum","Abundant; moist meadows throughout.","","","","Toxicoscordion venenosum venenosum"
"628","sji","Melanthiaceae","Veratrum viride","Veratrum viride","iNaturalist report Cady Mountain 2020","","","","Veratrum viride"
"629","sji","Menyanthaceae","Menyanthes trifoliata","Menyanthes trifoliata","Shallow, muddy lake edges; most common on Orcas but also on San Juan.","","","","Menyanthes trifoliata"
"630","sji","Montiaceae","Calandrinia ciliata","Calandrinia ciliata","Occasional, vernally moist depressions on open rock outcrops and south facing meadows; most common on San Juan.","","","","Calandrinia ciliata"
"631","sji","Montiaceae","Claytonia exigua ssp. exigua","Claytonia exigua exigua","Common, open places. Strand, moist meadows or outcrops.","","","","Claytonia exigua exigua"
"632","sji","Montiaceae","Claytonia parviflora","Claytonia parviflora","Giblin Battleship Island 2009.Several collections - Sucia, Patos, Lopez and San Juan.","","","","Claytonia parviflora"
"633","sji","Montiaceae","Claytonia perfoliata","Claytonia perfoliata","Moist to dry transitional woods and edges; common to abundant.","","","","Claytonia perfoliata"
"634","sji","Montiaceae","Claytonia rubra","Claytonia rubra","Many collection throughout. Shoreline to exposed cliffs and mountain tops.","","","","Claytonia rubra"
"635","sji","Montiaceae","Claytonia sibirica","Claytonia sibirica","Moist woods and margins; common throughout.","","","","Claytonia sibirica"
"636","sji","Montiaceae","Lewisia columbiana","Lewisia columbiana","Friday Harbour Marine Laboratory grounds. West across cove from main lab grounds.E facing slope. With moss covered rocks under Arbutus menziesii and Pseudotsuga menziesii. Abundant, growing with Plectritis congesta. Gage 1997. Planted?","","","","Lewisia columbiana"
"637","sji","Montiaceae","Montia dichotoma","Montia dichotoma","Vernally moist depressions on rock outcrops; occasional, chiefly Mt Dallas-Mt Young, San Juan and Mt Constitution.","","","","Montia dichotoma"
"638","sji","Montiaceae","Montia fontana","Montia fontana","Moist meadows, seeps, vernal pools, less commonly margins of ponds, fairly common throughout.","","","","Montia fontana"
"639","sji","Montiaceae","Montia howellii","Montia howellii","Vernally moist depressions in meadows, at sites typically inundated by winter rains; Lopez, San Juan, Waldron.","","","","Montia howellii"
"640","sji","Montiaceae","Montia linearis","Montia linearis","Dry to moist meadows, widespread but infrequent.","","","","Montia linearis"
"641","sji","Montiaceae","Montia parvifolia","Montia parvifolia","Stream banks and shady seeps on rocky outcrops; often in uplands, occasionally on moist meadows; widespread but not common.","recorded by HJ: Montia parvifolia var. flagellaris, syn. M.parvifolia in FPNW2","","","Montia parvifolia"
"642","sji","Nyctaginaceae","Abronia latifolia","Abronia latifolia","Strand locally abundant mostly on San Juan and Lopez. HJ Waldron Island 1983.","","","","Abronia latifolia"
"643","sji","Nymphaeaceae","Nuphar polysepala","Nuphar polysepala","Abundant. Reported as N.lutea.","","","","Nuphar polysepala"
"644","sji","Nymphaeaceae","Nymphaea odorata","Nymphaea odorata","Introduced and established occasionally in lakes and ponds.","","","","Nymphaea odorata"
"645","sji","Onagraceae","Camissonia contorta","Camissonia contorta","Sand dunes and glacial outwash bluffs along the southern shore of San Juan; large numbers at South Beach decreasing east to Cattle Point and northwest to Mt Dallas. HJ obs 1983.","","","","Camissonia contorta"
"646","sji","Onagraceae","Chamaenerion angustifolium","Chamaenerion angustifolium","Forest margins; cut over land roadsides and waste places. Common to abundant.","","","","Chamaenerion angustifolium"
"647","sji","Onagraceae","Circaea alpina ssp. pacifica","Circaea alpina pacifica","Common; cool, shady woods.","","","","Circaea alpina pacifica"
"648","sji","Onagraceae","Clarkia amoena","Clarkia amoena","Less disturbed meadows, occasional; chiefly northern tier and adjacent islands. Ssp caurina and lindleyi present. Also gracilis = Clarkia gracilis (Piier) A. Nelson & J.F. McBr.","","","","Clarkia amoena"
"649","sji","Onagraceae","Epilobium brachycarpum","Epilobium brachycarpum","Dry, hard-packed soils and sunny waste places; common.","","","","Epilobium brachycarpum"
"650","sji","Onagraceae","Epilobium ciliatum","Epilobium ciliatum","Mesic, rich soils throughout, often weedy.","","","","Epilobium ciliatum"
"651","sji","Onagraceae","Epilobium densiflorum","Epilobium densiflorum","Rare; wet, open places and shallow lake edges; known from a few sites in the Sportsman and Egg Lake/Roche Harbor Rd section; original collection Peck Friday Harbour, San Juan 1923.","","","","Epilobium densiflorum"
"652","sji","Onagraceae","Epilobium hallianum","Epilobium hallianum","E. ciliatum var glandulosum often common from higher elevation wetlands on Mt Constitution and low elevation fresh or salt-water marshes and ditches. SA Eastsound Marsh, mosit soils, with Boisduvalia stricta. date?","","","","Epilobium hallianum"
"653","sji","Onagraceae","Epilobium hirsutum","Epilobium hirsutum","2007 Zika Friday Harbour, San Juan. Weedy ground near docks, full sun, with Calystegia, Rubus armeniacus.","","","","Epilobium hirsutum"
"654","sji","Onagraceae","Epilobium hornemannii ssp. hornemannii","Epilobium hornemannii hornemannii","Henderson 1892 Mt Constitution report E. hornmanii var. lactiflorum = E. lactiflorum Haussskn.","","","","Epilobium hornemannii hornemannii"
"655","sji","Onagraceae","Epilobium lactiflorum","Epilobium lactiflorum","Henderson summit Mt Constitution, Orcas 1892.","","","","Epilobium lactiflorum"
"656","sji","Onagraceae","Epilobium leptophyllum","Epilobium leptophyllum","Peck bog, Cascade Lake, Orcas 1923.","","","","Epilobium leptophyllum"
"657","sji","Onagraceae","Epilobium minutum","Epilobium minutum","Open, rocky outcrops; fairly common.","","","","Epilobium minutum"
"658","sji","Onagraceae","Epilobium palustre","Epilobium palustre","1983 Atkinson Killebrew Lake, 1999 Zika Summit Lake Orcas.Sphagnum mat. With Carex cusickii, C. viridiula, Juncus balticus.","","","","Epilobium palustre"
"659","sji","Onagraceae","Epilobium torreyi","Epilobium torreyi","Rare; recently collected near East Sound, Orcas. Open, wet site with Epilobium watsonii, Sparganium emersum and Phalaris. SA Eastsound 1992.","","","","Epilobium torreyi"
"660","sji","Onagraceae","Gayophytum diffusum","Gayophytum diffusum","Green Sentinal Island 2006. Roche Harbour Suksdorf 1899.","","","","Gayophytum diffusum"
"661","sji","Onagraceae","Gayophytum humile","Gayophytum humile","Martin sand dunes Cattle Point, San Juan 1961.","","","","Gayophytum humile"
"662","sji","Onagraceae","Ludwigia palustris","Ludwigia palustris","Shallow water at edge of lakes; Orcas, Blakely and San Juan. Zika Hummel Lake, Lopez 2016","","","","Ludwigia palustris"
"663","sji","Onagraceae","Oenothera glazioviana","Oenothera glazioviana","Locally common in sandy, open soils at Argyle; occasional elsewhere on San Juan. Reported as O. erythrosepala Borb.","","","","Oenothera glazioviana"
"664","sji","Ophioglossaceae","Botrypus virginianus","Botrypus virginianus","Rare, stream valleys near Killebrew Lake, Orcas Island.","","","","Botrypus virginianus"
"665","sji","Ophioglossaceae","Ophioglossum pusillum","Ophioglossum pusillum","Rare; Sphagnum bogs, west lobe of Orcas Island. First collected by Frye 1928.","","","","Ophioglossum pusillum"
"666","sji","Ophioglossaceae","Sceptridium multifidum","Sceptridium multifidum","Moist meadows to Sphagnum bogs. Found on Lopez, Shaw, Orcas, San Juan, Sucia and Stuart, but scattered.","","","","Sceptridium multifidum"
"667","sji","Orchidaceae","Calypso bulbosa var. occidentalis","Calypso bulbosa occidentalis","Shady, dry to moist coniferous woods, fairly common to locally abundant, particularly in first or second growth forests.","","","","Calypso bulbosa occidentalis"
"668","sji","Orchidaceae","Cephalanthera austiniae","Cephalanthera austiniae","Rare; dense douglas fir forests near Entrance Mt, Orcas island.","","","","Cephalanthera austiniae"
"669","sji","Orchidaceae","Corallorhiza maculata var. occidentalis","Corallorhiza maculata occidentalis","Dry to moist shady coniferous forests; common throughout.","","","","Corallorhiza maculata occidentalis"
"670","sji","Orchidaceae","Corallorhiza mertensiana","Corallorhiza mertensiana","Rare; dense, moist coniferous woods. Collected by Henderson on Mt Constitution 1892. Relocated there and also reported from Mt Dallas. McCutchen Roche Harbour woods iNaturalist observation 2020.","","","","Corallorhiza mertensiana"
"671","sji","Orchidaceae","Corallorhiza striata var. striata","Corallorhiza striata striata","Dry douglas fir forests and margins; uncommon but widespread.","","","","Corallorhiza striata striata"
"672","sji","Orchidaceae","Epipactis gigantea","Epipactis gigantea","Creso Kanaka Bay, San Juan 1961. Voucher at PSM.","","","","Epipactis gigantea"
"673","sji","Orchidaceae","Epipactis helleborine","Epipactis helleborine","Well established San Juan Island. Gravely roadsides to most forest margins. Known from Waldron and Orcas.","","","","Epipactis helleborine"
"674","sji","Orchidaceae","Goodyera oblongifolia","Goodyera oblongifolia","Moist, mossy coniferous forest floors; common.","","","","Goodyera oblongifolia"
"675","sji","Orchidaceae","Liparis loeselii","Liparis loeselii","Rare; sphagnum bogs on west lobe of orcas Island. HJ collection at V","","","","Liparis loeselii"
"676","sji","Orchidaceae","Neottia banksiana","Neottia banksiana","Deep, moist coniferous woods; rare; San Juan and Orcas Islands","","","","Neottia banksiana"
"677","sji","Orchidaceae","Neottia convallarioides","Neottia convallarioides","Deep, moist coniferous woods, in mossy, boggy places; known from a single locality near Cold Springs an Mt Constitution.","","","","Neottia convallarioides"
"678","sji","Orchidaceae","Neottia cordata","Neottia cordata","Deep, mossy coniferous forest floors; uncommon and irregular.","","","","Neottia cordata"
"679","sji","Orchidaceae","Platanthera dilatata","Platanthera dilatata","Rare; sphagnum bogs and lake shores; Mt Constitution and reported from San Juan Island.","","","","Platanthera dilatata"
"680","sji","Orchidaceae","Platanthera elegans ssp. elegans","Platanthera elegans elegans","Dry, open coniferous forests; common throughout.","","","","Platanthera elegans elegans"
"681","sji","Orchidaceae","Platanthera elongata","Platanthera elongata","Jensen Stuart Island, Crane Island 1965, Denton San Juan 1974, Jensen Orcas 1965, Rodman Orcas 1992.","","","","Platanthera elongata"
"682","sji","Orchidaceae","Platanthera orbiculata","Platanthera orbiculata","Rare; dry, open coniferous woods. Collected by Foster near Friday Harbour 1904. Small colony at Summit lake last reported 1990.","","","","Platanthera orbiculata"
"683","sji","Orchidaceae","Platanthera stricta","Platanthera stricta","Peat Bog, Mt Constiution Beattie 1909.","","","","Platanthera stricta"
"684","sji","Orchidaceae","Platanthera transversa","Platanthera transversa","Pope San Juan 1904.","","","","Platanthera transversa"
"685","sji","Orchidaceae","Platanthera unalascensis","Platanthera unalascensis","Gravelly, dry forests to fairly open places; sporatic but fairly common throughout.","","","","Platanthera unalascensis"
"686","sji","Orchidaceae","Spiranthes romanzoffiana","Spiranthes romanzoffiana","Vernal pools and moist meadows; fairly common throughout","","","","Spiranthes romanzoffiana"
