Scientific,Group,Date,Zone,Zone_Description,Latitude,Longitude,Source,Curator_Notes
Claytonia perfoliata,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Claytonia sibirica,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Clinopodium douglasii,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Clinopodium douglasii,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Clinopodium douglasii,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Corallorhiza maculata,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Corallorhiza sp.,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Corylus cornuta ssp. californica,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,Reported as Corylus cornuta
Cynosurus echinatus,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Cytisus scoparius,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Cytisus scoparius,Plants,2010-05-22,10,baldhip rose - beach pea,48.94338045,-123.5097264,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Dactylis glomerata,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Dactylis glomerata,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Danthonia intermedia,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Daphne laureola,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Delphinium menziesii,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Dryopteris expansa,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Eleocharis palustris,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Elymus glaucus,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Epilobium sp.,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Epilobium sp.,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Equisetum arvense,Plants,2010-05-22,10,baldhip rose - beach pea,48.94338045,-123.5097264,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Equisetum arvense,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Erythranthe alsinoides,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Festuca sp.,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Fragaria vesca,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Fragaria vesca,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Fragaria vesca,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,Fragaria chiloensis might be expected to occur in the littoral (but is decidedly quite rare on Galiano Island). This has been mapped in riparian forest habitat and is likely incorrect. I have tentatively corrected this report to Fragaria vesca
Fritillaria affinis,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Galium aparine,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Galium aparine,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Galium aparine,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Galium aparine,Plants,2010-05-22,6,Douglas-fir - salal (grazed),48.94586904,-123.5137497,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Galium aparine,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Galium aparine,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Galium triflorum,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Galium triflorum,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Galium triflorum,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Galium triflorum,Plants,2010-05-22,6,Douglas-fir - salal (grazed),48.94586904,-123.5137497,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Galium triflorum,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Galium triflorum,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Gaultheria shallon,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Gaultheria shallon,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Gaultheria shallon,Plants,2010-05-22,6,Douglas-fir - salal (grazed),48.94586904,-123.5137497,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Gaultheria shallon,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Geranium dissectum,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Geranium molle,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Geranium molle,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Geranium molle,Plants,2010-05-22,6,Douglas-fir - salal (grazed),48.94586904,-123.5137497,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Geranium molle,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Geranium robertianum,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Geum macrophyllum,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Goodyera oblongifolia,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Goodyera oblongifolia,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Grindelia sp.,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Hieracium albiflorum,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Holcus lanatus,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Holodiscus discolor,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Holodiscus discolor,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Holodiscus discolor,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Holodiscus discolor,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Hypochaeris sp.,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Hypochaeris radicata,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Hypochaeris radicata,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Ilex aquifolium,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Jacobaea vulgaris,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Juncus effusus,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Lathyrus japonicus,Plants,2010-05-22,10,baldhip rose - beach pea,48.94338045,-123.5097264,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Lathyrus latifolius,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Lathyrus nevadensis,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Linnaea borealis,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Lonicera ciliosa,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Lonicera ciliosa,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Lonicera ciliosa,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Lonicera ciliosa,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Lonicera ciliosa,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Luzula multiflora,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Lysichiton americanus,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Lysimachia arvensis,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Lysimachia latifolia,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Lysimachia latifolia,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Lysimachia latifolia,Plants,2010-05-22,6,Douglas-fir - salal (grazed),48.94586904,-123.5137497,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Madia sativa,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Madia sativa,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Madia sativa,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Malva neglecta,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Mentha sp.,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Montia parvifolia,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Montia parvifolia,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Mycelis muralis,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Mycelis muralis,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Mycelis muralis,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Mycelis muralis,Plants,2010-05-22,6,Douglas-fir - salal (grazed),48.94586904,-123.5137497,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Mycelis muralis,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Myosotis laxa,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Nemophila parviflora,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Nemophila parviflora,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Oenanthe sarmentosa,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Osmorhiza berteroi,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Osmorhiza berteroi,Plants,2010-05-22,6,Douglas-fir - salal (grazed),48.94586904,-123.5137497,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Paxistima myrsinites,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Pentagramma triangularis,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Plantago lanceolata,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Plantago lanceolata,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Platanthera sp.,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Platanthera sp.,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Platanthera sp.,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Plectritis congesta,Plants,2010-05-22,7,Douglas-fir / arbutus - Oregon grape,48.94473341,-123.5108315,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Poa annua,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Poa annua,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Poa pratensis,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Poa sp.,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Polypodium glycyrrhiza,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Polypodium glycyrrhiza,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Polypodium glycyrrhiza,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Polystichum munitum,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Polystichum munitum,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Polystichum munitum,Plants,2010-05-22,6,Douglas-fir - salal (grazed),48.94586904,-123.5137497,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Polystichum munitum,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Polystichum munitum,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Potamogeton sp.,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Prunella vulgaris,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Prunus avium,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Pseudotsuga menziesii,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Pseudotsuga menziesii,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Pseudotsuga menziesii,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Pseudotsuga menziesii,Plants,2010-05-22,6,Douglas-fir - salal (grazed),48.94586904,-123.5137497,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Pseudotsuga menziesii,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Pseudotsuga menziesii,Plants,2010-05-22,10,baldhip rose - beach pea,48.94338045,-123.5097264,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Pseudotsuga menziesii,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Pteridium aquilinum,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Pteridium aquilinum,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Pteridium aquilinum,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Pteridium aquilinum,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Quercus garryana,Plants,2010-05-22,10,baldhip rose - beach pea,48.94338045,-123.5097264,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Ranunculus occidentalis,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Ranunculus occidentalis,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Ranunculus occidentalis,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Ranunculus repens,Plants,2010-05-22,6,Douglas-fir - salal (grazed),48.94586904,-123.5137497,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Ranunculus uncinatus,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Ribes lacustre,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Ribes sanguineum,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rorippa sp.,Plants,2010-05-22,1,pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rosa gymnocarpa,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rosa gymnocarpa,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rosa gymnocarpa,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rosa gymnocarpa,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rosa gymnocarpa,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rosa nutkana,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rosa nutkana,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rosa nutkana,Plants,2010-05-22,10,baldhip rose - beach pea,48.94338045,-123.5097264,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rubus bifrons,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rubus bifrons,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rubus bifrons,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rubus laciniatus,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rubus laciniatus,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rubus parviflorus,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rubus parviflorus,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rubus parviflorus,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rubus spectabilis,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rubus spectabilis,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rubus spectabilis,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rubus ursinus,Plants,2010-05-22,3,Douglas-fir - salal,48.94288128,-123.5116576,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rubus ursinus,Plants,2010-05-22,4,Douglas-fir sword fern,48.94348025,-123.5125266,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rubus ursinus,Plants,2010-05-22,5,western redcedar / red alder - salmonberry,48.94402296,-123.5126318,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rubus ursinus,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rumex acetosella,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rumex acetosella,Plants,2010-05-22,8,Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Rumex sp.,Plants,2010-05-22,11,pond,48.94361488,-123.5116161,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,
Salicornia pacifica,Plants,2010-05-22,2,Douglas-fir - arbutus,48.94248665,-123.5120439,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,Reported as Salicornia virginica
